17-DMAG	2-Methoxyestradiol	Abiraterone	Afatinib	Aflibercept	Aldesleukin	Aminophylline	Anakinra	Anastrozole	Arsenic trioxide	Axitinib	Azacitidine	Bevacizumab	Bortezomib	Bosutinib	Brentuximab vedotin	Cabazitaxel	Canfosfamide	Capecitabine	Carmustine	Carvedilol	Cediranib	Celecoxib	Cetuximab	Chenodeoxycholic acid	Clofarabine	Cytarabine	Dacarbazine	Dasatinib	Daunorubicin	Decitabine	Dexamethasone	Diphenhydramine	Docetaxel	Doxorubicin	Emodin	Enalapril	Epirubicin	Erlotinib	Etodolac	Etoposide	Everolimus	Exemestane	Fenretinide	Fludarabine	Fluorouracil	Fulvestrant	Gefitinib	Gemcitabine	Gemtuzumab ozogamicin	Genistein	Ibritumomab tiuxetan	Idarubicin	Imatinib	Interferon alfa-2a	Ipilimumab	Irinotecan	Ixabepilone	Ketoconazole	Lansoprazole	Lapatinib	Lenalidomide	Letrozole	Leucovorin	LG100268	Metformin	Midazolam	Mitoxantrone	Naloxone	Octreotide	Olaparib	Oxycodone	Paclitaxel	Pazopanib	Peginterferon alfa-2b	Pemetrexed	Pertuzumab	Plitidepsin	Prednisone	Pregabalin	Propranolol	Rifampin	Rituximab	Romidepsin	Romiplostim	Simvastatin	Sirolimus	Sorafenib	Sunitinib	Tamoxifen	Temsirolimus	Thalidomide	Theophylline	Tipifarnib	Topotecan	Toremifene	Trastuzumab	Tretinoin	Trifluridine	Valproic Acid	Vandetanib	Vinorelbine	Vitamin D2	Vorinostat	Zoledronate	Zoledronic acid
Fenretinide	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Fludarabine	0	0	0.142857142857143	0.14572864321608	0	0	0.121495327102804	0	0.200757575757576	0	0	0.217948717948718	0	0.161339421613394	0.192825112107623	0	0.226086956521739	0.0641025641025641	0.169459962756052	0.192592592592593	0.212307692307692	0	0.184019370460048	0	0.225490196078431	0.233716475095785	0	0	0.212885154061625	0.267716535433071	0.222972972972973	0.135446685878963	0.128491620111732	0.214285714285714	0.169340463458111	0	0.245487364620939	0.169340463458111	0.222222222222222	0.263565891472868	0.257383966244726	0.180672268907563	0.246575342465753	0	1	0.221789883268482	0.175	0.199115044247788	0.255639097744361	0	0	0	0.185365853658537	0.224938875305623	0	0	0.201492537313433	0.23109243697479	0.162393162393162	0.170081967213115	0.197802197802198	0.182815356489945	0.187265917602996	0.172413793103448	0	0.154471544715447	0.102649006622517	0.282868525896414	0.0802139037433155	0.179624664879357	0	0.153846153846154	0.20040899795501	0.167701863354037	0	0.228310502283105	0	0	0.138418079096045	0.106861642294713	0.157657657657658	0	0	0	0	0.190082644628099	0.207161125319693	0.195121951219512	0.197969543147208	0.191558441558442	0.198606271777003	0.187363834422658	0.121359223300971	0	0.242718446601942	0.14975845410628	0	0.181818181818182	0.0191082802547771	0.171641791044776	0.187702265372168	0.25609756097561	0.0479041916167665	0.171270718232044	0.200636942675159	0.200636942675159
Fluorouracil	0	0	0.132075471698113	0.125	0	0	0.123404255319149	0	0.18815331010453	0	0	0.195266272189349	0	0.155653450807636	0.155378486055777	0	0.1953125	0.0734463276836158	0.181159420289855	0.214035087719298	0.170868347338936	0	0.176605504587156	0	0.198198198198198	0.193103448275862	0	0	0.180878552971576	0.240143369175627	0.202492211838006	0.174157303370787	0.135678391959799	0.219895287958115	0.178509532062392	0	0.205882352941176	0.178509532062392	0.180147058823529	0.215277777777778	0.243243243243243	0.135658914728682	0.178571428571429	0	0.221789883268482	1	0.151111111111111	0.143410852713178	0.169934640522876	0	0	0	0.176211453744493	0.195899772209567	0	0	0.189003436426117	0.219230769230769	0.1699604743083	0.155339805825243	0.152380952380952	0.150943396226415	0.175862068965517	0.151515151515152	0	0.153558052434457	0.133333333333333	0.222614840989399	0.0761904761904762	0.162907268170426	0	0.173267326732673	0.184108527131783	0.13314447592068	0	0.191056910569106	0	0	0.147849462365591	0.107692307692308	0.1285140562249	0	0	0	0	0.172932330827068	0.137614678899083	0.136222910216718	0.148148148148148	0.177710843373494	0.171974522292994	0.190376569037657	0.118421052631579	0	0.222707423580786	0.124463519313305	0	0.207766990291262	0.0279329608938547	0.184210526315789	0.156804733727811	0.228782287822878	0.0257731958762887	0.118483412322275	0.175953079178886	0.175953079178886
Fulvestrant	0	0	0.201492537313433	0.201388888888889	0	0	0.121212121212121	0	0.316582914572864	0	0	0.221804511278195	0	0.101088646967341	0.241176470588235	0	0.268156424581006	0.0673076923076923	0.130177514792899	0.171052631578947	0.189473684210526	0	0.151193633952255	0	0.245136186770428	0.213636363636364	0	0	0.159509202453988	0.150862068965517	0.208661417322835	0.111475409836066	0.13953488372093	0.169184290030211	0.149139579349904	0	0.178861788617886	0.149139579349904	0.228426395939086	0.183406113537118	0.185365853658537	0.147058823529412	0.337423312883436	0	0.175	0.151111111111111	1	0.2	0.197424892703863	0	0	0	0.167701863354037	0.167539267015707	0	0	0.186666666666667	0.239583333333333	0.24	0.154362416107383	0.336065573770492	0.129770992366412	0.31	0.182539682539683	0	0.231182795698925	0.116465863453815	0.191964285714286	0.15748031496063	0.170212765957447	0	0.193353474320242	0.141630901287554	0.18450184501845	0	0.215909090909091	0	0	0.137254901960784	0.0865497076023392	0.181286549707602	0	0	0	0	0.201030927835052	0.168067226890756	0.2	0.155124653739612	0.238095238095238	0.204166666666667	0.13953488372093	0.121019108280255	0	0.33112582781457	0.236486486486486	0	0.117283950617284	0.0294117647058824	0.185185185185185	0.151291512915129	0.239024390243902	0.0619469026548673	0.162962962962963	0.210526315789474	0.210526315789474
Gefitinib	0	0	0.165680473372781	0.290123456790123	0	0	0.116161616161616	0	0.155038759689922	0	0	0.191419141914191	0	0.130699088145897	0.216748768472906	0	0.240566037735849	0.0652173913043478	0.16	0.134831460674157	0.171875	0	0.180904522613065	0	0.231833910034602	0.221774193548387	0	0	0.206997084548105	0.160919540229885	0.203508771929825	0.126126126126126	0.0828402366863905	0.198300283286119	0.166666666666667	0	0.160142348754448	0.166666666666667	0.330143540669856	0.213438735177866	0.218340611353712	0.157782515991471	0.159817351598174	0	0.199115044247788	0.143410852713178	0.2	1	0.235294117647059	0	0	0	0.172774869109948	0.217171717171717	0	0	0.18359375	0.217777777777778	0.204761904761905	0.162105263157895	0.24375	0.148080438756856	0.196787148594378	0.163522012578616	0	0.167400881057269	0.0940766550522648	0.178988326848249	0.0892857142857143	0.156593406593407	0	0.158602150537634	0.168724279835391	0.193979933110368	0	0.243781094527363	0	0	0.116279069767442	0.105383734249714	0.14975845410628	0	0	0	0	0.15948275862069	0.182767624020888	0.260700389105058	0.192105263157895	0.16	0.25968992248062	0.182022471910112	0.121693121693122	0	0.247368421052632	0.140625	0	0.162650602409639	0.0291970802919708	0.183246073298429	0.234042553191489	0.213389121338912	0.0540540540540541	0.155688622754491	0.18936877076412	0.18936877076412
Gemcitabine	0	0	0.19815668202765	0.162393162393162	0	0	0.0923076923076923	0	0.227891156462585	0	0	0.228985507246377	0	0.178102189781022	0.24	0	0.244274809160305	0.05	0.204301075268817	0.2	0.230337078651685	0	0.236658932714617	0	0.285276073619632	0.288732394366197	0	0	0.232558139534884	0.22	0.256965944272446	0.140625	0.0982142857142857	0.309973045822102	0.225919439579685	0	0.208074534161491	0.225919439579685	0.277153558052434	0.245791245791246	0.305343511450382	0.212	0.219230769230769	0	0.255639097744361	0.169934640522876	0.197424892703863	0.235294117647059	1	0	0	0	0.176229508196721	0.267441860465116	0	0	0.240677966101695	0.257462686567164	0.17910447761194	0.194174757281553	0.230046948356808	0.201739130434783	0.207357859531773	0.164319248826291	0	0.171428571428571	0.105571847507331	0.275261324041812	0.0982142857142857	0.177615571776156	0	0.176190476190476	0.237254901960784	0.224489795918367	0	0.257028112449799	0	0	0.158031088082902	0.123497267759563	0.135849056603774	0	0	0	0	0.177304964539007	0.243373493975904	0.248387096774194	0.219858156028369	0.208823529411765	0.251612903225806	0.227083333333333	0.0912698412698413	0	0.293103448275862	0.146341463414634	0	0.193308550185874	0.0099009900990099	0.194895591647332	0.184438040345821	0.302583025830258	0.0478468899521531	0.142857142857143	0.234604105571848	0.234604105571848
Gemtuzumab ozogamicin	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Genistein	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Ibritumomab tiuxetan	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Idarubicin	0	0	0.119205298013245	0.117283950617284	0	0	0.16969696969697	0	0.129707112970711	0	0	0.148275862068966	0	0.101538461538462	0.171122994652406	0	0.198979591836735	0.11214953271028	0.117307692307692	0.160337552742616	0.133986928104575	0	0.116161616161616	0	0.150877192982456	0.195652173913043	0	0	0.166163141993958	0.27906976744186	0.162361623616236	0.108626198083067	0.0839160839160839	0.204268292682927	0.155597722960152	0	0.116104868913858	0.155597722960152	0.157407407407407	0.157676348547718	0.274111675126904	0.109913793103448	0.158974358974359	0	0.185365853658537	0.176211453744493	0.167701863354037	0.172774869109948	0.176229508196721	0	0	0	1	0.143576826196474	0	0	0.19047619047619	0.242424242424242	0.142131979695431	0.0916666666666667	0.195804195804196	0.111111111111111	0.158798283261803	0.180451127819549	0	0.112676056338028	0.0592592592592593	0.222222222222222	0.099290780141844	0.103932584269663	0	0.0980926430517711	0.141649048625793	0.13448275862069	0	0.206521739130435	0	0	0.13015873015873	0.0671981776765376	0.111111111111111	0	0	0	0	0.110599078341014	0.124338624338624	0.179282868525896	0.1455525606469	0.12280701754386	0.146718146718147	0.121621621621622	0.171974522292994	0	0.229411764705882	0.136904761904762	0	0.113131313131313	0.018018018018018	0.107049608355091	0.114982578397213	0.230046948356808	0.032258064516129	0.18705035971223	0.141868512110727	0.141868512110727
Imatinib	0	0	0.144772117962467	0.14621409921671	0	0	0.110837438423645	0	0.216589861751152	0	0	0.301762114537445	0	0.295212765957447	0.216836734693878	0	0.280519480519481	0.0357142857142857	0.351046698872786	0.192393736017897	0.295503211991435	0	0.33587786259542	0	0.344036697247706	0.3	0	0	0.379014989293362	0.242424242424242	0.305239179954442	0.195652173913043	0.101333333333333	0.34639175257732	0.342105263157895	0	0.293023255813953	0.342105263157895	0.266832917705736	0.284688995215311	0.25679012345679	0.328178694158076	0.213032581453634	0	0.224938875305623	0.195899772209567	0.167539267015707	0.217171717171717	0.267441860465116	0	0	0	0.143576826196474	1	0	0	0.233796296296296	0.26	0.198511166253102	0.348275862068965	0.168937329700272	0.344827586206897	0.263157894736842	0.124661246612466	0	0.216216216216216	0.117043121149897	0.26603325415677	0.0755208333333333	0.256756756756757	0	0.251893939393939	0.357142857142857	0.270562770562771	0	0.230769230769231	0	0	0.220675944333996	0.25	0.147058823529412	0	0	0	0	0.220048899755501	0.32621359223301	0.291375291375291	0.32621359223301	0.229787234042553	0.284722222222222	0.354838709677419	0.102244389027431	0	0.232189973614776	0.148337595907928	0	0.309061488673139	0.0164383561643836	0.277153558052434	0.259259259259259	0.241050119331742	0.0265957446808511	0.122015915119363	0.321348314606742	0.321348314606742
Interferon alfa-2a	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Ipilimumab	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Irinotecan	0	0	0.158878504672897	0.155555555555556	0	0	0.114754098360656	0	0.246428571428571	0	0	0.208211143695015	0	0.160583941605839	0.182539682539683	0	0.286885245901639	0.0645161290322581	0.215469613259669	0.204081632653061	0.260355029585799	0	0.194954128440367	0	0.260061919504644	0.224913494809689	0	0	0.223684210526316	0.233449477351916	0.219814241486068	0.160762942779292	0.114285714285714	0.26063829787234	0.226381461675579	0	0.228013029315961	0.226381461675579	0.227611940298507	0.238754325259516	0.259541984732824	0.180914512922465	0.234817813765182	0	0.201492537313433	0.189003436426117	0.186666666666667	0.18359375	0.240677966101695	0	0	0	0.19047619047619	0.233796296296296	0	0	1	0.264591439688716	0.16030534351145	0.210843373493976	0.19047619047619	0.201769911504425	0.211805555555556	0.21025641025641	0	0.210727969348659	0.137071651090343	0.264285714285714	0.10377358490566	0.191919191919192	0	0.220253164556962	0.235528942115768	0.228915662650602	0	0.238683127572016	0	0	0.169354838709677	0.141573033707865	0.151394422310757	0	0	0	0	0.163636363636364	0.223300970873786	0.213592233009709	0.197149643705463	0.194610778443114	0.201277955271566	0.240860215053763	0.109704641350211	0	0.285714285714286	0.163793103448276	0	0.168831168831169	0.0158730158730159	0.186320754716981	0.176991150442478	0.277153558052434	0.0454545454545455	0.184466019417476	0.22089552238806	0.22089552238806
Ixabepilone	0	0	0.216666666666667	0.235294117647059	0	0	0.104545454545455	0	0.189591078066914	0	0	0.255737704918033	0	0.171253822629969	0.251162790697674	0	0.344339622641509	0.05625	0.220502901353965	0.226415094339623	0.206686930091185	0	0.223880597014925	0	0.247524752475248	0.28968253968254	0	0	0.260115606936416	0.217228464419476	0.276223776223776	0.140804597701149	0.102150537634409	0.320474777448071	0.204753199268739	0	0.2	0.204753199268739	0.315789473684211	0.205128205128205	0.280851063829787	0.202127659574468	0.26605504587156	0	0.23109243697479	0.219230769230769	0.239583333333333	0.217777777777778	0.257462686567164	0	0	0	0.242424242424242	0.26	0	0	0.264591439688716	1	0.19047619047619	0.181069958847737	0.284883720930233	0.192660550458716	0.25	0.182857142857143	0	0.221276595744681	0.12	0.20817843866171	0.108108108108108	0.171957671957672	0	0.18586387434555	0.234309623430962	0.254966887417219	0	0.339901477832512	0	0	0.170028818443804	0.12929061784897	0.145374449339207	0	0	0	0	0.182926829268293	0.19047619047619	0.281481481481481	0.25	0.185897435897436	0.239285714285714	0.20704845814978	0.10377358490566	0	0.301507537688442	0.21105527638191	0	0.171539961013645	0.01875	0.167487684729064	0.237458193979933	0.310924369747899	0.0470588235294118	0.214689265536723	0.25	0.25
Ketoconazole	0	0	0.151162790697674	0.166666666666667	0	0	0.144329896907216	0	0.205645161290323	0	0	0.167741935483871	0	0.106983655274889	0.209756097560976	0	0.233644859813084	0.049645390070922	0.146616541353383	0.142857142857143	0.175	0	0.174563591022444	0	0.206081081081081	0.182879377431907	0	0	0.182336182336182	0.173745173745174	0.178082191780822	0.13595166163142	0.164556962025316	0.177777777777778	0.155797101449275	0	0.211111111111111	0.155797101449275	0.21304347826087	0.227091633466135	0.191489361702128	0.142857142857143	0.214285714285714	0	0.162393162393162	0.1699604743083	0.24	0.204761904761905	0.17910447761194	0	0	0	0.142131979695431	0.198511166253102	0	0	0.16030534351145	0.19047619047619	1	0.176595744680851	0.242236024844721	0.135379061371841	0.235537190082645	0.223684210526316	0	0.203619909502262	0.133093525179856	0.169230769230769	0.121951219512195	0.175487465181058	0	0.180327868852459	0.147177419354839	0.18936877076412	0	0.18957345971564	0	0	0.152694610778443	0.0977272727272727	0.160194174757282	0	0	0	0	0.244239631336406	0.158163265306122	0.203703703703704	0.158163265306122	0.179054054054054	0.198529411764706	0.16079295154185	0.145161290322581	0	0.233160621761658	0.182795698924731	0	0.157684630738523	0.0364963503649635	0.195250659630607	0.148026315789474	0.187755102040816	0.0397350993377483	0.127906976744186	0.177049180327869	0.177049180327869
Lansoprazole	0	0	0.119369369369369	0.118681318681319	0	0	0.0922431865828092	0	0.227926078028747	0	0	0.212844036697248	0	0.274725274725275	0.158898305084746	0	0.213362068965517	0.0299539170506912	0.323144104803493	0.170873786407767	0.264044943820225	0	0.346153846153846	0	0.299009900990099	0.208416833667335	0	0	0.248251748251748	0.228105906313646	0.229445506692161	0.151877133105802	0.100227790432802	0.240137221269297	0.354046242774566	0	0.267206477732794	0.354046242774566	0.194214876033058	0.277894736842105	0.196280991735537	0.277272727272727	0.181236673773987	0	0.170081967213115	0.155339805825243	0.154362416107383	0.162105263157895	0.194174757281553	0	0	0	0.0916666666666667	0.348275862068965	0	0	0.210843373493976	0.181069958847737	0.176595744680851	1	0.14187643020595	0.292479108635098	0.212981744421907	0.107305936073059	0	0.186974789915966	0.132841328413284	0.201195219123506	0.0733333333333333	0.296762589928058	0	0.266897746967071	0.291666666666667	0.225746268656716	0	0.185344827586207	0	0	0.183391003460208	0.317708333333333	0.130252100840336	0	0	0	0	0.180497925311203	0.325704225352113	0.21875	0.238486842105263	0.202226345083488	0.230314960629921	0.334410339256866	0.0916844349680171	0	0.169934640522876	0.138157894736842	0	0.253922967189729	0.0114678899082569	0.307826086956522	0.206703910614525	0.175298804780877	0.0247191011235955	0.0931263858093126	0.248576850094877	0.248576850094877
Lapatinib	0	0	0.274336283185841	0.333333333333333	0	0	0.12751677852349	0	0.172248803827751	0	0	0.207843137254902	0	0.0985691573926868	0.26797385620915	0	0.3125	0.0681818181818182	0.125506072874494	0.146788990825688	0.158273381294964	0	0.148760330578512	0	0.188235294117647	0.262626262626263	0	0	0.175895765472313	0.19047619047619	0.228813559322034	0.0915254237288136	0.130434782608696	0.213114754098361	0.131782945736434	0	0.161702127659574	0.131782945736434	0.285714285714286	0.133928571428571	0.241758241758242	0.142191142191142	0.248447204968944	0	0.197802197802198	0.152380952380952	0.336065573770492	0.24375	0.230046948356808	0	0	0	0.195804195804196	0.168937329700272	0	0	0.19047619047619	0.284883720930233	0.242236024844721	0.14187643020595	1	0.118677042801556	0.237373737373737	0.233644859813084	0	0.225433526011561	0.105932203389831	0.196172248803828	0.140350877192982	0.15	0	0.145454545454545	0.139380530973451	0.211155378486056	0	0.279220779220779	0	0	0.129692832764505	0.0666666666666667	0.178343949044586	0	0	0	0	0.161290322580645	0.149425287356322	0.266355140186916	0.183431952662722	0.15234375	0.230769230769231	0.134292565947242	0.127659574468085	0	0.362962962962963	0.211678832116788	0	0.114406779661017	0.0232558139534884	0.133522727272727	0.189516129032258	0.247368421052632	0.0618556701030928	0.15702479338843	0.196078431372549	0.196078431372549
Lenalidomide	0	0	0.108317214700193	0.122840690978887	0	0	0.0834845735027223	0	0.197158081705151	0	0	0.290718038528897	0	0.333333333333333	0.162313432835821	0	0.224137931034483	0.0234833659491194	0.340136054421769	0.176776429809359	0.243377483443709	0	0.279878971255673	0	0.268630849220104	0.239051094890511	0	0	0.290849673202614	0.201769911504425	0.283928571428571	0.150076569678407	0.0896686159844055	0.272292993630573	0.312176165803109	0	0.24468085106383	0.312176165803109	0.2	0.208849557522124	0.173835125448029	0.305397727272727	0.184210526315789	0	0.182815356489945	0.150943396226415	0.129770992366412	0.148080438756856	0.201739130434783	0	0	0	0.111111111111111	0.344827586206897	0	0	0.201769911504425	0.192660550458716	0.135379061371841	0.292479108635098	0.118677042801556	1	0.205724508050089	0.095703125	0	0.178308823529412	0.125611745513866	0.197530864197531	0.0627376425855513	0.2453125	0	0.222727272727273	0.344729344729345	0.219633943427621	0	0.183364839319471	0	0	0.174652241112828	0.247441860465116	0.114337568058076	0	0	0	0	0.160071942446043	0.275384615384615	0.236749116607774	0.285271317829457	0.204658901830283	0.234154929577465	0.316788321167883	0.0788990825688073	0	0.169847328244275	0.135496183206107	0	0.283602150537634	0.0117416829745597	0.26605504587156	0.220910623946037	0.178761061946903	0.0250481695568401	0.0984555984555985	0.254700854700855	0.254700854700855
Letrozole	0	0	0.208955223880597	0.180555555555556	0	0	0.13135593220339	0	0.415637860082305	0	0	0.240853658536585	0	0.17037037037037	0.210743801652893	0	0.282157676348548	0.0489130434782609	0.206261510128913	0.175084175084175	0.256716417910448	0	0.243373493975904	0	0.280254777070064	0.259927797833935	0	0	0.253405994550409	0.203448275862069	0.2508038585209	0.169444444444444	0.145	0.254010695187166	0.208849557522124	0	0.227722772277228	0.208849557522124	0.227272727272727	0.217241379310345	0.23574144486692	0.206967213114754	0.442307692307692	0	0.187265917602996	0.175862068965517	0.31	0.196787148594378	0.207357859531773	0	0	0	0.158798283261803	0.263157894736842	0	0	0.211805555555556	0.25	0.235537190082645	0.212981744421907	0.237373737373737	0.205724508050089	1	0.155	0	0.229249011857708	0.139240506329114	0.199312714776632	0.139303482587065	0.20360824742268	0	0.216836734693878	0.230460921843687	0.255451713395639	0	0.228215767634855	0	0	0.197771587743733	0.135955056179775	0.168724279835391	0	0	0	0	0.193181818181818	0.211165048543689	0.237458193979933	0.211165048543689	0.283387622149837	0.220394736842105	0.235421166306695	0.126637554585153	0	0.274774774774775	0.280193236714976	0	0.19047619047619	0.016304347826087	0.238805970149254	0.208588957055215	0.253731343283582	0.0466321243523316	0.149038461538462	0.294871794871795	0.294871794871795
Leucovorin	0	0	0.120689655172414	0.183333333333333	0	0	0.175572519083969	0	0.178571428571429	0	0	0.176	0	0.0763116057233704	0.224489795918367	0	0.217391304347826	0.111111111111111	0.097165991902834	0.145631067961165	0.153558052434457	0	0.107142857142857	0	0.151394422310757	0.16256157635468	0	0	0.133986928104575	0.22279792746114	0.164556962025316	0.128205128205128	0.208333333333333	0.137380191693291	0.104651162790698	0	0.161434977578475	0.104651162790698	0.192090395480226	0.2	0.239766081871345	0.101851851851852	0.191082802547771	0	0.172413793103448	0.151515151515152	0.182539682539683	0.163522012578616	0.164319248826291	0	0	0	0.180451127819549	0.124661246612466	0	0	0.21025641025641	0.182857142857143	0.223684210526316	0.107305936073059	0.233644859813084	0.095703125	0.155	1	0	0.229813664596273	0.117647058823529	0.21025641025641	0.104761904761905	0.130990415335463	0	0.123456790123457	0.115812917594655	0.124031007751938	0	0.262068965517241	0	0	0.124113475177305	0.0527549824150059	0.179310344827586	0	0	0	0	0.202380952380952	0.112391930835735	0.178899082568807	0.102857142857143	0.115079365079365	0.136563876651982	0.108695652173913	0.178861788617886	0	0.297709923664122	0.16030534351145	0	0.0987124463519313	0.0277777777777778	0.103151862464183	0.110671936758893	0.192513368983957	0.0595238095238095	0.235294117647059	0.187755102040816	0.187755102040816
LG100268	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Metformin	0	0	0.160220994475138	0.174603174603175	0	0	0.119617224880383	0	0.182509505703422	0	0	0.230263157894737	0	0.141779788838612	0.232227488151659	0	0.26027397260274	0.0526315789473684	0.175803402646503	0.153284671532847	0.216300940438871	0	0.172330097087379	0	0.242424242424242	0.215384615384615	0	0	0.192737430167598	0.196969696969697	0.240418118466899	0.134502923976608	0.173652694610778	0.214484679665738	0.158645276292335	0	0.202127659574468	0.158645276292335	0.202479338842975	0.194029850746269	0.226890756302521	0.195698924731183	0.219178082191781	0	0.154471544715447	0.153558052434457	0.231182795698925	0.167400881057269	0.171428571428571	0	0	0	0.112676056338028	0.216216216216216	0	0	0.210727969348659	0.221276595744681	0.203619909502262	0.186974789915966	0.225433526011561	0.178308823529412	0.229249011857708	0.229813664596273	0	1	0.143356643356643	0.183520599250936	0.12	0.225988700564972	0	0.213114754098361	0.197938144329897	0.205211726384365	0	0.211981566820276	0	0	0.160818713450292	0.103837471783296	0.146118721461187	0	0	0	0	0.189873417721519	0.185750636132316	0.199288256227758	0.170854271356784	0.160771704180064	0.169550173010381	0.184615384615385	0.108374384236453	0	0.262626262626263	0.183673469387755	0	0.158512720156556	0.0131578947368421	0.18925831202046	0.168284789644013	0.202380952380952	0.0496894409937888	0.150837988826816	0.261904761904762	0.261904761904762
Midazolam	0	0	0.0882352941176471	0.092741935483871	0	0	0.145748987854251	0	0.128526645768025	0	0	0.128	0	0.116343490304709	0.0880281690140845	0	0.124567474048443	0.0295566502463054	0.122073578595318	0.130030959752322	0.15	0	0.115303983228512	0	0.123655913978495	0.126543209876543	0	0	0.122641509433962	0.144200626959248	0.128133704735376	0.132124352331606	0.150234741784038	0.122685185185185	0.12741935483871	0	0.14792899408284	0.12741935483871	0.100323624595469	0.125	0.144295302013423	0.0960144927536232	0.128571428571429	0	0.102649006622517	0.133333333333333	0.116465863453815	0.0940766550522648	0.105571847507331	0	0	0	0.0592592592592593	0.117043121149897	0	0	0.137071651090343	0.12	0.133093525179856	0.132841328413284	0.105932203389831	0.125611745513866	0.139240506329114	0.117647058823529	0	0.143356643356643	1	0.102719033232628	0.144859813084112	0.155502392344498	0	0.22636815920398	0.141304347826087	0.102631578947368	0	0.106382978723404	0	0	0.146529562982005	0.117519042437432	0.167315175097276	0	0	0	0	0.118243243243243	0.105150214592275	0.109195402298851	0.0887949260042283	0.0933333333333333	0.0963172804532578	0.143968871595331	0.127572016460905	0	0.115671641791045	0.137651821862348	0	0.136524822695035	0.0201005025125628	0.165532879818594	0.108108108108108	0.142857142857143	0.0234741784037559	0.0625	0.160220994475138	0.160220994475138
