"TTN"
"KNTC1"
"IQSEC3"
"GSDMB"
"LAMA3"
"SLC22A3"
"ZBTB32"
"ZFPM2"
"ALCAM"
"MLL2"
"ZNF528"
"FBXO4"
"PLAGL2"
"ATG7"
"IFNG"
"ZNF518B"
"PSMC3IP"
"LTF"
"KNDC1"
"LDOC1"
"GPRC6A"
"DNAH11"
"ENSG00000164845"
"TMEM168"
"AEBP2"
"ADH1B"
"TFAP2C"
"C19orf45"
"IVL"
"HAX1"
"TRAK1"
"PFKM"
"Q86TU9"
"P4HA1"
"RBM4"
"FKBP1C"
"GABRB1"
"AMY2B"
"SGSM1"
"HERPUD1"
"CCNB3"
"TNFSF12-TNFSF13"
"GTPBP4"
"GRB10"
"CYTH3"
"ALS2CR8"
"NEFM"
"LRRC49"
"RERE"
"ARHGAP22"
"ZNF708"
"SEC16A"
"ABCA2"
"HS6ST2"
"CHAT"
"PXK"
"THSD7B"
"FBXO38"
"IKBIP"
"FBXO24"
"PAPPA"
"MEGF8"
"C2orf43"
"SLC25A3"
"FGF14"
"C2orf73"
"PRPF40B"
"ZFP106"
"TMEM173"
"GALNTL1"
"NALCN"
"CDK5RAP3"
"ATP11B"
"DOCK11"
"TLR9"
"CSGALNACT1"
"PSG1"
"EVC"
"RTP4"
"SLK"
"ACTL6A"
"GRIA4"
"PRR5L"
"CBLN2"
"EDIL3"
"KIAA1432"
"EFCAB4A"
"SLCO1B7"
"GPER"
"ZC3H7B"
"ZNF212"
"DDX26B"
"MCMBP"
"RP1"
"NOS2"
"WNK1"
"ARHGEF26"
"TET2"
"CSMD1"
"ZNF804B"
"CTSA"
"TMPRSS6"
"SBF2"
"LMO7"
"LRRCC1"
"PNMA2"
"COL11A1"
"DLG2"
"CLIP3"
"PTCHD3"
"PIP5K1B"
"C1R"
"FAAH2"
"C9orf5"
"ARHGAP18"
"MEI1"
"GPRASP1"
"HKDC1"
"CASZ1"
"ZHX1"
"WDR20"
"KRBA2"
"MED12"
"TCF4"
"ZFC3H1"
"JARID2"
"CD93"
"TNFAIP3"
"FMNL2"
"BOLA1"
"FMO6P"
"MGAT2"
"SUV39H1"
"PRUNE2"
"RBM14"
"ANK3"
"PRODH2"
"KDM3A"
"CTBS"
"PBX3"
"TRAPPC8"
"PLSCR5"
"RFC3"
"SLC39A10"
"ARL6IP4"
"GDI1"
"MDN1"
"KIAA1429"
"CCDC14"
"GLYAT"
"CAMSAP1"
"COL4A2"
"PCDHB8"
"INHBA"
"HIST1H2AJ"
"CCRL1"
"HRNR"
"PCDHA13"
"ADAM23"
"ATXN1"
"GZMH"
"RNF43"
"FBXO11"
"CLTCL1"
"IRS1"
"DNMT3B"
"CEACAM18"
"ATP13A5"
"NDRG3"
"ATHL1"
"PRSS1"
"RPSA"
"ZNF285"
"KIAA0586"
"NOTCH1"
"CHD6"
"JAKMIP1"
"NEUROD1"
"TET1"
"DPYD"
"LRP2"
"ATP13A4"
"WIZ"
"UGT2B11"
"BSPRY"
"FRY"
"GDF5"
"SSBP3"
"FLNB"
"DOCK10"
"TMEM201"
"CSMD3"
"HUWE1"
"GPR98"
"ZNF425"
"PIWIL1"
"RBM44"
"MCM4"
"CRBN"
"PLCB4"
"TAAR8"
"PLA2R1"
"CCDC165"
"RNF219"
"P4HB"
"NMRAL1"
"ADRA1A"
"DNM2"
"NAE1"
"HSPB2"
"ACBD5"
"GORAB"
"ZNF831"
"CCDC8"
"K0087"
"DNAH10"
"PWP1"
"NANOGP1"
"GATC"
"ARSJ"
"CLASRP"
"TTC40"
"ZBTB48"
"MFSD2B"
"FXR1"
"CACNG4"
"ARFRP1"
"GHSR"
"CXorf40A"
"SgK493"
"KIF4A"
"PALM2"
"ASPN"
"DHX8"
"MTFMT"
"MMRN1"
"WIBG"
"Q7Z2S2"
"TBC1D15"
"TTC9C"
"C9orf173"
"KIAA1383"
"NKD1"
"JAG1"
"KIAA1199"
"SPECC1L"
"ROCK1"
"TSHR"
"MYO18A"
"SH3RF3"
"TOP2A"
"ZBTB4"
"MRPS30"
"SLC44A2"
"UBC"
"ATXN2"
"PCDHB16"
"SHOX2"
"CECR1"
"MYH9"
"TMC3"
"SLC39A3"
"AKAP13"
"ZNF599"
"CDK11A"
"AFP"
"XDH"
"RGS3"
"ESD"
"PLXNA1"
"SLC34A2"
"CDC14B"
"TXNDC11"
"GALNT10"
"RP11-1220K2.2"
"HRH4"
"BAP1"
"PRMT6"
"ZNF716"
"NFKB1"
"TGM1"
"AP1G2"
"MURC"
"EPHB6"
"CCDC147"
"STAR"
"ATP8B2"
"SIX2"
"CNTN2"
"VPS13D"
"EYA2"
"SLC32A1"
"PCDHB11"
"LECT2"
"WDR67"
"INCENP"
"GALNTL5"
"SNRPA"
"FECH"
"BIRC6"
"IARS"
"MKL1"
"SLC14A2"
"ENPP5"
"GALNT6"
"KCNH8"
"WRNIP1"
"SNRNP200"
"ARIH2"
"PTPRN"
"GLI4"
"PI15"
"C17orf75"
"NETO2"
"NF1"
"MBTD1"
"EXOSC2"
"CHM"
"FOXO3"
"CHD7"
"MYLIP"
"NRXN3"
"ASH1L"
"SARM1"
"LRFN1"
"POP1"
"SPG7"
"EZH2"
"OVCH2"
"PPM1B"
"LRRFIP1"
"PHF13"
"EXOC6"
"DLL4"
"STEAP1"
"ALDH1A1"
"RBP4"
"PTPRE"
"CD3EAP"
"PRKAG2"
"TRIOBP"
"AC007731_16"
"ZSWIM4"
"DIRC1"
"SLC4A11"
"IGSF1"
"LBR"
"FANCA"
"C14orf183"
"BCL9"
"GBGT1"
"RUSC2"
"PDZD8"
"PRDM5"
"TIGD7"
"PHTF1"
"NT5C1A"
"SCN8A"
"MYO15A"
"LILRB1"
"PIGR"
"XPO7"
"CACNA1I"
"ZNF589"
"CEP95"
"SNX33"
"TNFSF12"
"SETDB1"
"ARL13B"
"ZNF24"
"OR52A5"
"ABCA1"
"MED23"
"SPTB"
"TEAD2"
"RPTOR"
"KRTAP27-1"
"P2RX3"
"C10orf6"
"NEO1"
"BBX"
"CNGA3"
"ENOPH1"
"DNAH2"
"C7orf65"
"ARFGEF1"
"SLC7A1"
"VWA5B1"
"PCDHB7"
"TRIM64C"
"SCMH1"
"NTRK3"
"FRYL"
"DAB2IP"
"COL13A1"
"PIGZ"
"NCAPG2"
"B4GALNT3"
"ZW10"
"KBTBD12"
"SLC23A2"
"CAND1"
"MPHOSPH9"
"VAMP3"
"DHX9"
"FOXK1"
"OR6A2"
"HERC2"
"KIAA1239"
"IGSF8"
"STAMBP"
"LSR"
"CYP3A4"
"F13B"
"LONP2"
"TCEB3"
"CDHR1"
"CHD4"
"IL1RL2"
"PAOX"
"PRIC285"
"APOBEC3F"
"SEC24D"
"NAV2"
"PTPRD"
"C2"
"ITGB4"
"TREH"
"NYNRIN"
"SULT1B1"
"MIER3"
"NEB"
"CAPRIN2"
"CABIN1"
"SLC6A11"
"MAP2"
"GPR112"
"RTTN"
"M6PR"
"ZNF574"
"GDF6"
"ITGB7"
"TBC1D25"
"BCORL1"
"PTPRS"
"NIF3L1"
"ZNF543"
"ZNF71"
"SLC9A2"
"PACSIN2"
"PRICKLE3"
"MRPL24"
"LRIT2"
"Q9BSM8"
"ZNF35"
"PTCHD2"
"HADH"
"CAPN3"
"ATP11A"
"ONECUT2"
"ZNF860"
"KIF3B"
"HERC3"
"GRIN1"
"SKIV2L2"
"LMOD2"
"OR5C1"
"NUP188"
"NGFRAP1"
"ARHGEF38"
"MUC16"
"RBBP6"
"C6orf138"
"TFPI2"
"CPD"
"GALNTL2"
"KIAA0895"
"KIAA1671"
"GSDMD"
"ABCB5"
"TSNAXIP1"
"REV1"
"LACE1"
"WDR66"
"C6orf25"
"ZXDB"
"DMKN"
"SBF1"
"CUX1"
"TOR1B"
"KLHL13"
"INTS1"
"CDK5RAP2"
"CDC7"
"FAM118A"
"APBB2"
"VPS13C"
"CCBP2"
"LRRTM3"
"NECAB2"
"KRTAP9-2"
"BLK"
"SNX29"
"ARID1A"
"DPEP3"
"BRIX1"
"KIAA0889"
"TARS2"
"AMOTL2"
"SLCO1A2"
"SLC6A15"
"ZMIZ1"
"CADPS2"
"SPERT"
"SQRDL"
"SORBS2"
"SMC3"
"C10orf12"
"FAM108B1"
"RNF135"
"CYP4F3"
"PRPF38B"
"IFIT1"
"ZNRF3"
"PROCR"
"SPIRE2"
"BAG6"
"DYNC1H1"
"TSHZ3"
"ZNF181"
"TRPM1"
"CCDC15"
"RIMS2"
"FBXO8"
"VWDE"
"IGSF10"
"TCP11L2"
"C8orf44"
"AFF4"
"WASF3"
"FREM3"
"ELAVL1"
"SLC28A1"
"PIK3R4"
"TP53BP1"
"RIC3"
"ERICH1"
"MAPKAPK5"
"HSD17B4"
"HIST1H2AM"
"AC079354.1"
"EYA4"
"IL17RD"
"ZNF778"
"FAM170A"
"CLEC14A"
"PSD"
"PRKD1"
"CTNNA1"
"SIRPB1"
"ANKRD62"
"CACNA1F"
"TRIP4"
"CLASP1"
"KCND2"
"DTNA"
"CLEC1A"
"AL391152.1"
"TLR5"
"AHCTF1"
"CT45A5"
"ELOVL4"
"MAGI3"
"POTEC"
"L3MBTL1"
"CREB3"
"CCDC40"
"RBM45"
"UGT8"
"HECW1"
"PARP9"
"PKDREJ"
"COL5A1"
"PHF8"
"OR4D11"
"HIF1AN"
"LRP1B"
"NRG2"
"ZNF169"
"POLR2A"
"ZNF707"
"JMJD1C"
"NOS3"
"FAF1"
"TICAM1"
"CHD2"
"ITPRIPL1"
"ANKRD30A"
"ADCK4"
"XIAP"
"LAMC3"
"TOX4"
"MAP3K4"
"GALNT4"
"LCT"
"LPIN3"
"SLC12A7"
"KLK3"
"FCN2"
"PPM1E"
"GLTSCR1"
"MLH1"
"CASC5"
"METTL6"
"PPL"
"RGPD3"
"TTC21A"
"SMU1"
"CNNM2"
"NAPRT1"
"FANCE"
"MAGI2"
"KAT8"
"PLEKHA5"
"WDR5"
"CD163"
"TNKS"
"MBD5"
"SLC22A7"
"GLIS2"
"MYCBP2"
"AKAP1"
"PCMTD1"
"CDCA7L"
"KIRREL"
"OR8D2"
"MYL6B"
"NMUR2"
"POU6F1"
"GLRB"
"RYR3"
"SLC44A4"
"TGFB1"
"DMXL2"
"LEF1"
"ATP5F1"
"PCDHGA10"
"SCYL1"
"ITSN1"
"REV3L"
"TAS2R1"
"USP9X"
"MSTO1"
"MYOZ3"
"GTSE1"
"CKAP5"
"HOOK3"
"LIME1"
"ENSG00000219492"
"PXDNL"
"FBXO18"
"CEP170"
"THUMPD3"
"CCDC74B"
"CNTNAP2"
"MYH3"
"ARHGAP24"
"RALGAPA1"
"EIF4E2"
"LRRIQ4"
"GPR179"
"HYLS1"
"TLL1"
"CORO1B"
"CNN3"
"MAP3K1"
"PRSS12"
"CYP2D6"
"ARFGEF2"
"UNC13C"
"NCKAP1L"
"CPSF4"
"NRXN1"
"ZNF281"
"DCN"
"STK40"
"C1orf124"
"USP1"
"EPO"
"PHF2"
"E2F7"
"DAAM1"
"AR"
"SAG"
"DAPK1"
"SLC16A1"
"RSPH4A"
"EIF3A"
"CCDC33"
"PPIC"
"TCEB2"
"DUS4L"
"CT47B1"
"ANKRD23"
"YME1L1"
"TEX9"
"SACS"
"BSN"
"ANXA10"
"SLC8A1"
"RSPH1"
"ARHGEF12"
"USP31"
"ERC1"
"LETMD1"
"DOPEY2"
"DMBT1"
"SHPK"
"ZNF804A"
"OSBPL10"
"MRPL47"
"PLAGL1"
"CLCN6"
"SLC2A4"
"CTAGE8"
"MYEF2"
"IPO5"
"C14orf28"
"PFKP"
"MOCS1"
"ERI2"
"NAALAD2"
"THBS2"
"GOLGA6C"
"ELAVL3"
"C7orf51"
"SLC3A2"
"HTRA4"
"TMEM136"
"IGF2R"
"MERTK"
"ATL2"
"FAM76B"
"SLC26A7"
"OR5K2"
"HMMR"
"TNPO3"
"RRAGC"
"CDH23"
"FCGR3A"
"MAP3K8"
"CUBN"
"SCN10A"
"PROX2"
"ARFGAP1"
"DEPDC5"
"PAFAH1B2"
"BRF1"
"ECM2"
"BRAF"
"OR52L1"
"PADI3"
"POLRMT"
"PAPOLA"
"LPO"
"SRBD1"
"SENP5"
"ZNF470"
"OR52E2"
"PTBP1"
"CDH10"
"R3HDM2"
"PYGB"
"IFIT2"
"MAGEE1"
"PHLPP1"
"ZNF330"
"FGF17"
"MED13"
"FTL"
"RXFP1"
"OPTC"
"TIMM44"
"SRD5A3"
"PRKAR2B"
"RAB19"
"OIT3"
"KIF13A"
"C10orf71"
"CLEC16A"
"VCAM1"
"AC090324.1"
"GCM2"
"CKAP2"
"CDT1"
"LATS2"
"CDH3"
"DYX1C1"
"RAD21L1"
"TWISTNB"
"MED1"
"RNF34"
"IQUB"
"C9orf79"
"IFT88"
"LPAR3"
"OR8J3"
"Q6ZTY5"
"LOC168850"
"SRI"
"CALM1"
"PLEKHG7"
"COPB1"
"KLRK1"
"ATF6"
"OGFRL1"
"ADAMTS18"
"TTC13"
"MMP10"
"MYOT"
"ADD3"
"BRCA1"
"DCT"
"SRRM2"
"MME"
"SYNE2"
"EPS15L1"
"NCCRP1"
"PPARD"
"KIAA1161"
"IFT122"
"RPA3"
"PVRL3"
"SDR9C7"
"TSPYL5"
"PLXNB3"
"MOBKL1A"
"TM6SF1"
"ZNF813"
"IL23R"
"KIF13B"
"NAP1L2"
"ZNF567"
"RIF1"
"AREGB"
"RGS22"
"HSPA8"
"PPP4R4"
"EEPD1"
"ZNF404"
"PGAP2"
"NDOR1"
"GRIA2"
"MUC6"
"FCRL6"
"PLOD3"
"KLHDC10"
"WNT10A"
"TMPRSS7"
"ADAMTSL3"
"SEC24A"
"WDFY4"
"INO80E"
"ZNF296"
"CD96"
"CER1"
"ANGPTL1"
"NINJ1"
"RECQL5"
"CASK"
"PDE3B"
"HMGXB3"
"MAP3K5"
"ZNF157"
"RPL6"
"ABLIM3"
"WDR25"
"PODXL"
"LRRC29"
"ENSG00000172823"
"ATXN10"
"C7orf29"
"VPS35"
"API5"
"NIPAL3"
"KIAA0319"
"SDK2"
"PPP1R12C"
"HIATL1"
"C20orf26"
"TLN1"
"KARS"
"A1BG"
"ABL2"
"OSMR"
"PITRM1"
"C9orf125"
"TUBB4Q"
"CACNA1B"
"PRAMEF12"
"CPSF1"
"OR1S1"
"SCAF1"
"CEP128"
"MAN2A1"
"PROKR1"
"C1orf49"
"TAF15"
"FAM83B"
"ING1"
"NBPF20"
"PHRF1"
"HHLA1"
"CES3"
"TMEM39B"
"HABP2"
"MATN2"
"UBQLN3"
"SCYL3"
"RNF10"
"ZNF44"
"ZNF514"
"CREB3L2"
"HMGCS2"
"KRT6A"
"IKZF5"
"FSTL4"
"C16orf70"
"PPIE"
"MYO7B"
"SASS6"
"DYRK1A"
"PRDM2"
"EIF4A2"
"SLC25A19"
"GAN"
"PHKA1"
"SMARCC2"
"PWWP2A"
"ITPRIPL2"
"ADAMTS2"
"GLI2"
"CLEC12A"
"SAMM50"
"SLC39A5"
"B3GNT6"
"KLHL21"
"ACTR5"
"ZDHHC15"
"SHPRH"
"C2orf3"
"C22orf15"
"AGPS"
"COL5A2"
"UPF3A"
"MYH1"
"TNC"
"KIAA1731"
"PRDM8"
"ACCN5"
"SP1"
"NUP205"
"VPS41"
"ZNF19"
"PKN3"
"DLAT"
"ASZ1"
"BACE2"
"SPICE1"
"ACTL6B"
"ATP9A"
"SEPT4"
"PCDH9"
"ZBTB41"
"SPTA1"
"HTT"
"ACOX2"
"YIPF2"
"DROSHA"
"LRRC7"
"ARHGAP32"
"TMEM53"
"CHD5"
"SUV39H2"
"HSPA14"
"PTPN23"
"PMPCB"
"LARP4"
"COL4A3"
"RAD54L2"
"DUSP16"
"AZU1"
"RPS6KC1"
"SLC7A13"
"HEXDC"
"FANCI"
"UQCRC1"
"DST"
"ZMAT1"
"ITGA2"
"THOC2"
"PLCG2"
"RASD2"
"SLC17A5"
"FGF9"
"KCNB2"
"IRAK3"
"PPARGC1B"
"PPIL4"
"DNAJC9"
"KCNH5"
"CCKBR"
"PAPPA2"
"PLOD1"
"ZNF217"
"EEF1A1"
"C15orf2"
"TTLL10"
"GTF2IRD1"
"CNNM1"
"DNAH17"
"CCDC24"
"SMTNL1"
"PTPRZ1"
"TMEM48"
"STAM"
"CXCR4"
"PLXNA4"
"KLHL6"
"BNIPL"
"C5orf13"
"TRANK1"
"SLC12A2"
"SLC2A5"
"PARVA"
"DOCK3"
"POU5F1B"
"MAP4"
"RHBDL3"
"ADCY3"
"IKBKAP"
"DCC"
"LRCH3"
"ZNF326"
"GTPBP5"
"OR5AR1"
"FAT3"
"ZNF443"
"TRAPPC10"
"EXD3"
"HELT"
"DCLK1"
"MTF1"
"KHDC1L"
"ZNF713"
"AP3B1"
"TRAF7"
"MST4"
"CDKL4"
"LRRIQ3"
"FNDC3A"
"MRPL12"
"DEGS2"
"SCN2A"
"ZNF561"
"SEL1L2"
"ADCY1"
"PAXIP1"
"PCGF2"
"TBC1D8B"
"CSNK1A1L"
"CASP10"
"ABCC5"
"GPSM2"
"CTBP2"
"NOL8"
"LRRC72"
"BMI1"
"GABPA"
"MRPL42"
"OR51E2"
"C12orf62"
"NXN"
"ENSG00000187522"
"FMR1NB"
"PCDH17"
"ARHGAP30"
"ZNF704"
"FAM120B"
"PLAA"
"CPSF3L"
"CNTNAP3"
"PRPS1L1"
"EDEM2"
"ZCCHC11"
"CBLB"
"GTF2E2"
"NCR3LG1"
"FBXW10"
"CACNA2D2"
"ZNF419"
"EMILIN3"
"ATRN"
"TNR"
"KIAA2018"
"NFIA"
"ZNF33B"
"PCDHA4"
"SLC12A4"
"FSHR"
"SMARCD3"
"THY1"
"SCN9A"
"ANGEL2"
"ENSG00000215407"
"PRICKLE1"
"TMPRSS5"
"MPPED2"
"SIRPG"
"KIAA1244"
"GRM1"
"CARD8"
"MED14"
"GSTA5"
"AGFG2"
"DACH1"
"NBPF12"
"TG"
"NRP2"
"FOXN1"
"MAP9"
"RAB6B"
"CDRT15"
"U2SURP"
"MASTL"
"H2AFZP2"
"ZNF780B"
"TUBGCP6"
"MYRIP"
"WIPF1"
"MUC19"
"CHD8"
"ADAM20"
"IRX6"
"GRIN3A"
"MACC1"
"POLR3A"
"STON2"
"NEXN"
"GPR148"
"ANXA7"
"OCA2"
"PTCH2"
"FARP2"
"LRRC37B"
"SPINK5"
"PRDM11"
"FAM168B"
"KIAA0430"
"ANKRD11"
"TRAPPC9"
"SPTBN5"
"CD34"
"PREX2"
"YLPM1"
"XYLT2"
"ARHGAP23"
"LEPR"
"TMEM30B"
"RFX5"
"CDH17"
"IDH2"
"C12orf29"
"PRMT1"
"SLC6A7"
"TMCO4"
"MLL"
"FILIP1L"
"YWHAE"
"CCDC66"
"MED13L"
"ZFHX4"
"GRAMD3"
"RIMS1"
"TLR10"
"STAT3"
"OR4P4"
"WWC3"
"BUB1"
"USP35"
"ZNF8"
"ADCY2"
"RASA4"
"FSTL5"
"CCDC110"
"RBM19"
"HLA-DQA2"
"CCT6A"
"WDR13"
"C11orf41"
"FAM129A"
"NLRP12"
"NUTF2"
"KRT77"
"GJD2"
"TRRAP"
"ARHGEF18"
"NOL4"
"FAM58BP"
"PHEX"
"RAB11FIP3"
"KIAA1468"
"ERP29"
"CASP8"
"TSHZ2"
"CPEB3"
"GCOM1"
"MS4A10"
"CCDC150"
"DCHS2"
"GSTA4"
"ZBTB7C"
"ZNF92"
"HDHD1"
"HEATR5B"
"C20orf107"
"PARD3B"
"VCAN"
"AL354898.1"
"C10orf58"
"KRT84"
"TRPC5"
"CMBL"
"WDR33"
"ST14"
"NSF"
"EPHB1"
"ZNF347"
"SUPT6H"
"GPATCH2"
"ADRB2"
"TSPAN9"
"ISPD"
"AMT"
"C2orf71"
"SKIL"
"OR52K1"
"MTUS2"
"ENSG00000121031"
"NOLC1"
"GPR115"
"COL6A3"
"SYCP2"
"NPTX2"
"LARP1"
"FIGN"
"CSRNP1"
"ST8SIA6"
"RAD51AP2"
"CD3G"
"SLC31A2"
"MSX1"
"TUBB2B"
"PDS5A"
"PIF1"
"PRR19"
"PDGFD"
"DENND2C"
"MMRN2"
"AKAP12"
"ADHFE1"
"SLC4A2"
"BCAM"
"POTEA"
"NT5C2"
"PGM5"
"NRCAM"
"DNAH12"
"C12orf53"
"CSGALNACT2"
"ZNF358"
"PLEC"
"ZBTB47"
"AKTIP"
"USP20"
"COE4"
"DSC2"
"SCN3A"
"CEP350"
"RABGAP1L"
"ACSS3"
"PUF60"
"RPH3A"
"SPATS2L"
"FGD6"
"CYP2A6"
"ZNF626"
"RPL22"
"AOX1"
"MAB21L1"
"GDPD4"
"CPB2"
"POLM"
"TXNDC9"
"NUAK1"
"C8orf34"
"CNN2"
"UBR3"
"TMEM116"
"FBXL16"
"FAM75A3"
"FOXM1"
"GPT2"
"C14orf102"
"PTGDR"
"MAGEB2"
"THYN1"
"APOB"
"IL17RE"
"ASTN1"
"CDC37"
"AGFG1"
"LMAN1"
"GFRA1"
"VSTM2A"
"F5"
"DOK1"
"SPINT1"
"TUSC3"
"AC114546.1"
"KEAP1"
"B2M"
"TRIB2"
"DMD"
"ATXN7"
"PRKAA2"
"ELN"
"ROBO1"
"ARHGEF17"
"PLD1"
"SLC24A3"
"RASA2"
"ZNF549"
"EFNA5"
"OR1D2"
"EPC2"
"DCTPP1"
"PRAMEF10"
"PAF1"
"LOC442444"
"TPO"
"CELSR2"
"KCTD7"
"PCSK5"
"ZDHHC8"
"FBXW12"
"RAB3GAP2"
"LPHN2"
"MSN"
"C14orf79"
"ASAP1"
"ZNF407"
"AKAP7"
"CXorf30"
"SALL2"
"ATP2B1"
"PCYT1A"
"CDK4"
"CGNL1"
"USP13"
"SPHKAP"
"UBL4B"
"SNRPA1"
"ERAP2"
"ALOX12"
"EPS8"
"ARMC2"
"DDX11"
"TBC1D1"
"PPM1A"
"CEP192"
"FTH1P19"
"PCDHAC1"
"TBCK"
"KCNH4"
"C7orf72"
"OXSM"
"MSL1"
"CPEB2"
"SPAG11B"
"PBXIP1"
"IGSF9"
"INO80D"
"LPCAT2"
"PKP4"
"GTF2H2C"
"C6orf58"
"SDHA"
"CCDC138"
"LCN15"
"CACNA1C"
"KIAA1797"
"EHMT1"
"NUDT22"
"GATM"
"HSD11B2"
"AUTS2"
"FBN3"
"PFKL"
"S100A3"
"NXPH1"
"SIDT2"
"MAN2B1"
"BAT2D1"
"AP1M1"
"KIF20B"
"DHRS1"
"PLEKHA4"
"SLCO2A1"
"TMX2"
"ZP1"
"ADRA2C"
"FLII"
"CRTC2"
"PARP15"
"AP4B1"
"CSDE1"
"ESRP1"
"GLT25D1"
"AICDA"
"AP3D1"
"TUBB1"
"ARID4A"
"TPTE"
"DOCK7"
"HSPA6"
"SPAG17"
"NRXN2"
"ZNF385D"
"SLITRK1"
"RANBP6"
"AMOTL1"
"DNAH14"
"ITFG3"
"LRG1"
"RBM47"
"NOD1"
"HNF1A"
"ZNF536"
"ALPP"
"CASC1"
"APEH"
"KIAA0649"
"HRC"
"BRD1"
"SORCS1"
"NAA25"
"GABRQ"
"GAP43"
"FAM184B"
"DCHS1"
"SP7"
"ODZ4"
"LILRB3"
"AGBL3"
"STOX1"
"UTP14A"
"SLITRK2"
"CNOT4"
"TBC1D3P2"
"SLC12A9"
"MIS18BP1"
"FKBP5"
"KLF3"
"VANGL1"
"HCRTR2"
"DMXL1"
"KIAA1033"
"CCDC153"
"ZFP64"
"RNF6"
"NPAS3"
"RNPEP"
"SLC12A3"
"PABPC1"
"Q6ZU04"
"AC010872_2"
"ANO1"
"MLL3"
"CDCA2"
"IL33"
"SLC4A7"
"ACO1"
"RPL10A"
"EML2"
"TUBA1C"
"SOX9"
"RABEP1"
"DISP1"
"RTP1"
"BRCC3"
"KRT12"
"TFE3"
"ALAS1"
"CHAF1A"
