"SLC35F4"
"GAPDH"
"SBF2"
"EEF1D"
"SLIT3"
"UBAC2"
"SLC38A8"
"LGALS1"
"ZHX2"
"ACY1"
"TP63"
"NR_002453_4"
"MAP3K8"
"RPRM"
"AP2A2"
"SMURF1"
"OR2A14"
"XRCC6BP1"
"GREB1L"
"AKNA"
"ABCG2"
"SKIV2L"
"COQ5"
"CUL4A"
"LATS1"
"MANEAL"
"ADSL"
"HHAT"
"GRAMD4"
"TOP2A"
"RBM23"
"LRRC14"
"GRIN2C"
"FBXL4"
"OAS2"
"CLCA4"
"MLL3"
"WNT11"
"DENND4A"
"OR10A6"
"EPG5"
"FBLN1"
"ERCC6L"
"C19orf2"
"TMEM63A"
"PARK2"
"RHPN2"
"RYR3"
"SCGB1C1"
"HTR1B"
"ZNF792"
"ZNF281"
"PAX1"
"PPM1J"
"TRIM13"
"FAM193A"
"ZC3H13"
"MNS1"
"ABCA6"
"ZNF365"
"DNAH7"
"C4orf14"
"TOP2B"
"DHRS7B"
"HORMAD2"
"PARD3B"
"CDHR2"
"ZNF707"
"HIST1H2BD"
"SLC13A5"
"MAN2A1"
"CLGN"
"TPP2"
"MTMR9"
"PPP1R13B"
"GDF3"
"ARHGAP10"
"TAP2"
"GMIP"
"MYO9A"
"CELSR3"
"APOBR"
"BCOR"
"CCR1"
"SLC46A2"
"TRIM58"
"COL17A1"
"CTC1"
"ADRA1B"
"CELSR2"
"TCHH"
"VWA5B1"
"TALDO1"
"PSD3"
"EFHC1"
"FUT3"
"FLT3"
"C1orf168"
"CNKSR2"
"GNL2"
"CORO2B"
"TET3"
"PNMA1"
"ODF3L1"
"EDEM1"
"ATXN2L"
"LTN1"
"CWH43"
"SNUPN"
"ERBB2IP"
"CD63"
"OR5B2"
"SUPT3H"
"HELB"
"BRE"
"PGAP2"
"ZBBX"
"DOPEY1"
"MS4A7"
"UPF3A"
"SPATA6"
"GAA"
"DYNC1H1"
"AHNAK2"
"ELFN1"
"FCAMR"
"ZNF423"
"USP5"
"GPR149"
"ANKRD28"
"SLC25A44"
"ANKS1B"
"SUN3"
"GNAT2"
"SEMA4G"
"ENSG00000196292"
"EFR3A"
"ABCB10"
"OR52A1"
"CEP350"
"CNKSR1"
"SPAG9"
"AEN"
"CFHR3"
"STAB1"
"LRP2"
"ALKBH8"
"PSMB8"
"BAIAP3"
"RASGRF1"
"UNC13C"
"ENSG00000093100"
"RAG2"
"PLEKHG4"
"OR5H1"
"ZAK"
"BCORL1"
"MAP3K1"
"TNFAIP6"
"TTLL8"
"VEGFB"
"TEP1"
"PLRG1"
"DMAP1"
"TNK2"
"SLC2A11"
"FOXP4"
"CACNA1B"
"GON4L"
"MCTP1"
"Q9BVW6"
"PIP5K1C"
"ZFP106"
"MYO6"
"STAT1"
"OR5A1"
"CCDC88A"
"STEAP3"
"CPPED1"
"ITGA10"
"ZNF816"
"EIF5B"
"ACBD4"
"RGL2"
"HMHA1"
"TAF7"
"ZNF540"
"FSCB"
"DMBT1"
"IGSF9B"
"CMIP"
"GLT1D1"
"XKR6"
"C10orf129"
"MUC1"
"PKN2"
"LCOR"
"MYO5A"
"PRKCB"
"NXPH4"
"C14orf159"
"METTL2A"
"NAPRT1"
"LAMA2"
"DEPDC5"
"CCDC149"
"PSTK"
"ATG7"
"TNKS2"
"SEC24C"
"RTF1"
"CENPE"
"F5"
"MYCBP2"
"EMR2"
"COX7B2"
"NUP205"
"KIRREL"
"WDR5"
"COL7A1"
"PCDHB11"
"PCMT1"
"ARHGAP23"
"ABI3BP"
"UTP14A"
"FLVCR2"
"C6orf118"
"SH3GLB1"
"KCNH8"
"ARPC4"
"ZNF823"
"SLC6A7"
"WDFY4"
"CXorf40B"
"C2CD3"
"SECISBP2L"
"FAM178B"
"MKI67"
"TRIM6"
"CLASRP"
"TMEM214"
"TRPC7"
"NEUROD4"
"MYL12A"
"TRPM3"
"FLG2"
"TMEM66"
"ZNF71"
"PCDHA7"
"ADAMTS9"
"WBP11"
"DEAF1"
"DSTYK"
"KDM4C"
"TOM1L1"
"SETD2"
"SLC45A4"
"GPR65"
"MRC2"
"RUNX1T1"
"IPO13"
"ZNF559"
"ZNF680"
"MYLK"
"NSUN5"
"NAMPT"
"ZMPSTE24"
"SKIV2L2"
"PLTP"
"ARMC6"
"CPNE1"
"RBM25"
"CHMP7"
"CPD"
"ARHGAP15"
"LYST"
"LRRC7"
"LCK"
"PCDHGB4"
"ATP13A3"
"PRPF3"
"KPNB1"
"PLEKHM2"
"SMCR8"
"C3orf23"
"ZFYVE21"
"PDS5B"
"ZKSCAN2"
"AVPR1A"
"TUSC3"
"NSRP1"
"SMO"
"SLC17A6"
"ODZ3"
"ARFGEF1"
"ACTA2"
"PRCP"
"SHANK2"
"LIN9"
"GPS2"
"LUC7L2"
"KANK1"
"IMPA2"
"TRHDE"
"TMEM177"
"BCL11A"
"WWC2"
"OR13C2"
"KIF1B"
"CDKL2"
"KIF4B"
"HSPA2"
"OR5AC2"
"ATP6V1D"
"TSPAN10"
"RAPGEF3"
"MTHFSD"
"DALRD3"
"C2orf3"
"HGSNAT"
"ENTPD2"
"NADSYN1"
"STH"
"TTC25"
"S1PR1"
"TTF2"
"ISM1"
"TXNDC5"
"AC010872_2"
"NEDD8"
"GRIA2"
"CDH23"
"LONRF2"
"PAXIP1"
"ZNF358"
"MCAM"
"RNPEP"
"FBXO45"
"HIVEP3"
"PLCG1"
"CACNA1S"
"LINS"
"EEF1E1"
"HTT"
"ARHGAP35"
"LMTK3"
"GTF3C1"
"OVOL2"
"RNF169"
"PHLDB1"
"TRAF3IP3"
"NOX3"
"OTX1"
"AGRN"
"CHD5"
"CNOT2"
"NFAT5"
"PRKACB"
"WRAP53"
"PPIL2"
"BCKDHB"
"KIAA1109"
"ZFPM2"
"DTNA"
"IVNS1ABP"
"FANCA"
"ERCC5"
"PDLIM1"
"SP2"
"MAGEE1"
"GSTP1"
"ENSG00000196364"
"PLA2G7"
"ADAM18"
"HERC1"
"PWP2"
"DHX36"
"EXOC1"
"ST5"
"ARAP2"
"PLCB2"
"CDCA2"
"C6orf105"
"TPX2"
"C10orf126"
"COL27A1"
"PAPPA2"
"CWF19L2"
"ZNF268"
"OSBPL3"
"ZNF385D"
"NAMPTL"
"DOCK3"
"MET"
"FOXN1"
"PLCB3"
"RAPGEF5"
"OPRD1"
"HSPG2"
"MAP1LC3B"
"PIWIL3"
"CCNF"
"NPC1"
"PRKCG"
"CDON"
"GSG1"
"PTX3"
"CHD7"
"STAT5B"
"BLZF1"
"CBLL1"
"SEC31B"
"SLC6A19"
"GTF3C4"
"TPK1"
"ENSG00000236396"
"MTF1"
"SYT13"
"STK11IP"
"ATP2A1"
"FAP"
"ZNF451"
"TNC"
"HS3ST3A1"
"ARHGAP44"
"MLLT4"
"SLC1A6"
"TTC6"
"RPN2"
"ODC1"
"CSMD2"
"MED12"
"USP34"
"EVI2B"
"PINK1"
"TJP2"
"VWA2"
"ARIH2"
"ASTL"
"KIF26B"
"LUM"
"MAGI1"
"ISG20L2"
"HCAR1"
"OR2G2"
"CCDC73"
"PICALM"
"GCFC1"
"FAM135B"
"MAP3K2"
"SPG7"
"CACNA1D"
"ERBB3"
"NLRP9"
"MGC42105"
"SHC2"
"ALS2"
"NPSR1"
"RAD54L2"
"NFE2"
"ARFGEF2"
"ENGASE"
"LDHAL6A"
"SEC61A2"
"FLT1"
"WDR19"
"IL15RA"
"PCDHGA6"
"GJB3"
"LLPH"
"WRAP73"
"NCOA2"
"CD163L1"
"NDUFA12"
"DEPTOR"
"EPB41"
"COPZ1"
"FAM155A"
"ZNF804B"
"NEURL"
"LMAN1"
"CCDC80"
"TRIP11"
"FLYWCH1"
"C20orf160"
"CUL9"
"AGT"
"TGFBR3"
"OR2J3"
"MYT1L"
"TMX3"
"COL1A1"
"TLE6"
"N4BP2"
"SLC15A2"
"CHML"
"EML1"
"CLIP1"
"KIFC2"
"FAM129B"
"ZNF655"
"FAM196A"
"ZNF44"
"CNTLN"
"TMEM48"
"OR2G6"
"OBSL1"
"NEU2"
"KIF9"
"ISLR2"
"QSER1"
"SYTL2"
"IL4"
"TBCK"
"ZNF507"
"SLC35F5"
"ATM"
"BSDC1"
"C14orf129"
"SCAND3"
"HBS1L"
"GRPEL1"
"MTA2"
"YLPM1"
"MYH7"
"PPP4R4"
"AFP"
"OTOP2"
"TMEM74"
"JPH2"
"BMF"
"TIAM1"
"RAB42"
"SLC35A1"
"SYNE1"
"CXorf40A"
"CREB3L4"
"ANKRD20A4"
"DCTN1"
"TRIM24"
"SPTA1"
"BTN2A1"
"POGK"
"PSMC5"
"ZNF350"
"TATDN1"
"KCNMA1"
"AKAP10"
"NAPSB"
"VCX3B"
"KIAA0649"
"AP001011.3"
"CLDN1"
"SPAG11B"
"PCDH7"
"FREM2"
"PDZD2"
"SMARCA4"
"RUNX1"
"NSUN4"
"COX4I2"
"ZNF788"
"MAP2"
"PRR23A"
"SLC38A4"
"IL2RB"
"IARS2"
"CNNM4"
"HIST1H2BO"
"MUC13"
"HIATL1"
"SPP1"
"ANKRD33"
"CHDH"
"DIRAS3"
"DUT"
"DCHS2"
"ITPKB"
"KIAA1609"
"SFXN3"
"FLT4"
"PDZD9"
"ACO2"
"MAP6D1"
"PDE6A"
"ZNF92"
"CROCC"
"FOXRED2"
"ZNF643"
"IL12RB2"
"CAMP"
"TCP10L"
"GALNT2"
"NEBL"
"PIK3R4"
"DACH1"
"CHD4"
"FAT4"
"C20orf111"
"LY75"
"ATIC"
"PKD2L2"
"CASP2"
"LTB"
"TRANK1"
"ZNHIT6"
"OR52B4"
"RBM20"
"CYP20A1"
"TM9SF3"
"FEZ2"
"ZNF148"
"C12orf42"
"DENND3"
"RHBG"
"DYNC1I1"
"MLL4"
"NRCAM"
"UGT2B7"
"LRR1"
"CPT1B"
"DROSHA"
"DNM3"
"COL4A6"
"ISOC1"
"SLC4A1"
"ALKBH7"
"PSMC4"
"IL1R2"
"STK32B"
"CYB561"
"CD48"
"C9orf96"
"RBBP7"
"RIMBP2"
"CTSD"
"OR1E2"
"SLC3A2"
"CRB1"
"MCHR1"
"MMAA"
"RNF123"
"MOCS2"
"TSPO2"
"CNGB1"
"ESYT1"
"RARS"
"ZFPM1"
"ZNF594"
"COE4"
"ENSG00000132356"
"ITLN1"
"LRRC16A"
"SCFD1"
"NAA40"
"ARFGAP1"
"C3orf14"
"KRT74"
"OR51H1P"
"ZNF614"
"SV2B"
"JAKMIP1"
"PRKD1"
"XPO6"
"PCDH15"
"DCX"
"PRPF18"
"Q8NGM0"
"FAM131B"
"TWF2"
"HEATR8"
"SAFB2"
"NBPF9"
"ZNF238"
"NCAPH2"
"LGR4"
"Q7Z2S2"
"PLD1"
"KIAA0913"
"OR52E8"
"NOTCH2"
"ABCA10"
"WDFY1"
"THRA"
"SLC39A9"
"SPOCK3"
"CELSR1"
"RGPD3"
"CHCHD7"
"RAB35"
"MS4A14"
"HIAT1"
"SMC2L1"
"PKP2"
"DNAH1"
"GRIN2D"
"EML6"
"WRN"
"HIRA"
"FAM167A"
"CYP4F22"
"LPAR3"
"CORO2A"
"MASTL"
"NXPH3"
"PEX6"
"MACF1"
"CNGA3"
"PLS3"
"PLEKHB2"
"BRCA2"
"LOXHD1"
"EHBP1"
"PDE8B"
"RASL11A"
"ACOX1"
"CA14"
"TSPAN1"
"VPS26B"
"GCET2"
"ADAM20"
"BCL2L13"
"ENSG00000183704"
"HOXD3"
"CDC45"
"CSTF3"
"LIG1"
"CTBP2"
"CYTIP"
"GPR176"
"FERMT2"
"SLC15A3"
"ING4"
"GPR153"
"EBNA1BP2"
"TMOD1"
"ZNF516"
"C11orf70"
"FGFR2"
"CYFIP2"
"TAS2R39"
"FRY"
"MPP6"
"PDGFRL"
"TMEM98"
"GIPC3"
"FAM46C"
"ERMAP"
"HEXIM2"
"UNC5D"
"C12orf11"
"C12orf65"
"CCDC96"
"ADAM21"
"MAPK11"
"SYNRG"
"TRIM42"
"SRSF6"
"FTMT"
"CYP27B1"
"HSD17B7"
"ACSBG1"
"KIAA1199"
"POLR3B"
"SCLT1"
"ADCY7"
"PLK4"
"A4GALT"
"MTAP"
"GPI"
"FADS3"
"TRPC1"
"CC2D2A"
"TTC15"
"CYP4F2"
"KRAS"
"MYH13"
"C20orf26"
"ITPKC"
"CTNNBL1"
"FAM129A"
"PLEKHA6"
"MANBA"
"SHPRH"
"FAM54B"
"TRIM69"
"C10orf18"
"CPT1C"
"ENPEP"
"TAPBP"
"TIMP4"
"RNF175"
"FAM47A"
"DNAH3"
"CEP44"
"KIAA1755"
"SH3TC1"
"ZNF577"
"IPO4"
"ACE2"
"RNASEH1"
"USP21"
"DDX60L"
"OLFML1"
"ATP4B"
"PCDHA6"
"CDX2"
"FAM135A"
"LRRC31"
"PHLPP2"
"GTF2H1"
"SPTB"
"NOL6"
"SGCB"
"POLH"
"PNPT1"
"SF1"
"PAPPA"
"OR2T6"
"ADCY6"
"BDP1"
"DAB1"
"GP5"
"DSCAM"
"TUBB3"
"SS18"
"MED1"
"SLC2A8"
"MGAM"
"C14orf126"
"SYTL3"
"KCNJ16"
"FDXR"
"LAMB4"
"GDNF"
"KIAA1614"
"TENC1"
"GRB14"
"NOL11"
"YBX2"
"PTH2R"
"FMO1"
"PHF3"
"PRR19"
"MSRB3"
"SYNE2"
"ZACN"
"FHOD1"
"ZNF830"
"RNPC3"
"PCDH12"
"IZUMO1"
"AFF4"
"RIN2"
"METTL14"
"ZNF440"
"PRTG"
"METAP1"
"EGFLAM"
"MSH6"
"COL21A1"
"NAV2"
"CCT8L2"
"PRAMEF2"
"SLC9A5"
"FOXI1"
"TBC1D10B"
"ITGA9"
"SRP54"
"MFSD7"
"FAM110B"
"MMS19"
"ST3GAL6"
"NOP14"
"SBF1"
"SPRYD5"
"GRK4"
"AOX1"
"MLL2"
"ATAD5"
"COL24A1"
"SUPT6H"
"IRX6"
"CDC42SE2"
"ARRDC1"
"MYRIP"
"FAM38B"
"VAV3"
"RINT1"
"KALRN"
"FNDC1"
"NR1D1"
"KRTAP4-4"
"CYP8B1"
"ERCC4"
"ZNF28"
"ALOX15"
"EPX"
"RCOR2"
"PRKAR1B"
"GNAZ"
"LANCL1"
"ADAMTS10"
"GLG1"
"ATP1B1"
"ATP6V1B2"
"NOL9"
"SCNN1B"
"LHCGR"
"ATG2B"
"CLCC1"
"PSG9"
"PPP1CC"
"GPATCH8"
"CD2"
"MAPK9"
"CHD1"
"WDR65"
"OR4K13"
"ZNF536"
"PRDM2"
"LPO"
"DISP1"
"CEP250"
"NCAPD3"
"OR2H2"
"OC90"
"RGPD4"
"MTMR3"
"PSMC6"
"MYH11"
"WDPCP"
"SLC26A4"
"TNFRSF9"
"OR10AG1"
"ITGB1"
"TLN2"
"FAM21B"
"FASN"
"FAM91A1"
"ENSG00000214944"
"KIF11"
"SPECC1L"
"DLL1"
"MBTPS1"
"ENSG00000102445"
"MYO1G"
"RBM42"
"SGSM2"
"HPSE2"
"NRAP"
"PLXNA4"
"MERTK"
"LHFPL1"
"HADHB"
"FAM125B"
"SLC39A1"
"SERPINA1"
"ENTPD4"
"KIAA1797"
"HIST1H3A"
"AC112715.2"
"MBD6"
"RWDD2B"
"FABP1"
"NPAS3"
"MTF2"
"ZNF20"
"AEBP1"
"ASNSD1"
"HDLBP"
"TBC1D10A"
"STYK1"
"SLK"
"GPR182"
"PIWIL4"
"IFT140"
"C20orf12"
"FBXO47"
"ZNF506"
"KIAA1009"
"IMPDH1"
"HHLA3"
"STAG1"
"MDN1"
"LRRC46"
"SZT2"
"RIBC2"
"MASP1"
"TMED3"
"SNX31"
"TFE3"
"OR2T1"
"TSPYL4"
"AARS2"
"SPTBN1"
"GDI2"
"OR2T2"
"DLGAP1"
"PIGO"
"BAT2D1"
"ERP44"
"CNTRL"
