"TTK"
"SOCS5"
"VAC14"
"ALAD"
"STK36"
"MKI67"
"KIF22"
"COG6"
"MTFR1"
"CORIN"
"ZBTB7B"
"G2E3"
"BACE1"
"SSH1"
"HSPH1"
"GRINA"
"KLC4"
"APC"
"MRPL47"
"HIST1H1D"
"KIF1C"
"B3GNT3"
"XRCC5"
"CASC5"
"PRRC1"
"PLEKHA6"
"PRR16"
"RNF32"
"KIAA0226"
"KCNE4"
"NEIL1"
"ARID1B"
"STRN4"
"DPYSL2"
"PSAT1"
"ADAMTSL4"
"CRTC1"
"IPO7"
"DNAH2"
"KCNH3"
"ACTB"
"CTSC"
"PLXNB1"
"SLC16A12"
"HSPA12B"
"DDR1"
"ZFYVE26"
"MYO1E"
"NET1"
"IGFBP4"
"HTR1F"
"SCN1A"
"KCNQ2"
"RIMS2"
"PTPN13"
"WDR96"
"FKBP10"
"CELSR1"
"CNTNAP1"
"PPP2R5A"
"DOPEY2"
"CIT"
"AGTR2"
"ITGBL1"
"ATP6V1H"
"RP1L1"
"B4GALT6"
"NYNRIN"
"NEFH"
"STARD5"
"ANKHD1"
"PLCB1"
"DDX54"
"ATMIN"
"CUL1"
"CRYGA"
"NAA15"
"CKAP5"
"LAMP1"
"COPS7A"
"DAGLA"
"RPL31"
"AGBL2"
"ARHGAP18"
"CAB39L"
"LRRTM1"
"TOR1AIP1"
"KIRREL2"
"CREB1"
"ARPC2"
"FYB"
"PTGIS"
"TMC2"
"ACACB"
"BAI3"
"CCDC108"
"PDCD6"
"GTF2H1"
"TGM4"
"FER"
"TEX10"
"GRIK5"
"DCAF17"
"POLQ"
"ELOVL2"
"HAPLN3"
"ZNF683"
"ZNF331"
"TOM1"
"SORCS2"
"MINA"
"KRCC1"
"HMCN1"
"BSN"
"LRP1B"
"MFRP"
"NARF"
"TJP1"
"ODZ3"
"PADI4"
"SCN9A"
"PCDHB12"
"USP38"
"FARSB"
"LARP4B"
"CACNA1A"
"PRPF6"
"CHDH"
"HUNK"
"YLPM1"
"CSMD2"
"CCNG2"
"RNF20"
"CAMTA1"
"ERMP1"
"UGT3A1"
"TRPV6"
"NEB"
"Q6ZU04"
"EML5"
"C6orf174"
"CCDC90A"
"TRPM2"
"FN1"
"DST"
"HBE1"
"GARS"
"JAKMIP1"
"DDX3X"
"USP6"
"GALNTL1"
"DDB1"
"TMEM17"
"DNAH14"
"CC2D1A"
"METTL19"
"IFT172"
"F5"
"CADPS2"
"CASP8AP2"
"NUP205"
"AKR1A1"
"KIF11"
"COMP"
"LRGUK"
"SFMBT1"
"WDR5"
"SPESP1"
"PAX4"
"GNL3"
"ACACA"
"GBA2"
"ANK2"
"KDM4B"
"FAM133A"
"S100A5"
"OPHN1"
"SLC22A15"
"FBLN2"
"SNTG1"
"CTBP2"
"ZNF280D"
"GLDC"
"OGT"
"ATP4A"
"C12orf51"
"C4orf14"
"SEMA6A"
"IFNA10"
"MYO15A"
"ZCCHC2"
"HIAT1"
"SLC35A3"
"UBA6"
"DENND1A"
"WDR72"
"GRK7"
"TATDN2"
"AMN1"
"KCNJ6"
"RAE1"
"GJC3"
"LRIG3"
"CCT6A"
"GUCY2D"
"DYDC1"
"URGCP"
"SIGLEC12"
"SPDYE1"
"OPA1"
"EEF1A2"
"USP34"
"SMYD2"
"CDAN1"
"ABI2"
"FRMPD4"
"ZNF32"
"GPR98"
"ATP1A2"
"PAPD4"
"UBE4B"
"LGALS2"
"CTGF"
"CRMP1"
"FGF19"
"MYO5B"
"MUC12"
"ZNF662"
"UBE3B"
"DPYD"
"PHRF1"
"TTYH1"
"PARD3B"
"ATP13A3"
"ZNF605"
"KIAA0415"
"AIRE"
"DUOX1"
"CDC25A"
"USP48"
"GRM1"
"SLC4A3"
"KPNB1"
"DNAH1"
"CMYA5"
"COL7A1"
"LONRF1"
"MUC6"
"GRM8"
"ZNF426"
"DPYSL3"
"ZNF384"
"NCAPD2"
"DNAJA1"
"CEBPE"
"ATP8B1"
"FAM70A"
"CCDC60"
"RUNDC2A"
"MRPL22"
"CHD7"
"CCDC88C"
"FBXO38"
"MKRN3"
"OAT"
"C5orf54"
"POP1"
"SMC3"
"KDM1B"
"ATP7B"
"IL12RB2"
"PPP2R5B"
"TTYH3"
"ENDOU"
"WDR74"
"CXCR6"
"EPHA6"
"USP26"
"OTUD7B"
"ASPM"
"MAML3"
"LRRC71"
"GLG1"
"BCAS3"
"RPS26"
"PNPLA8"
"SDF2L1"
"IRX6"
"NOSIP"
"MKL1"
"EIF3M"
"PON1"
"MLL5"
"ALG10B"
"OR13C3"
"SAMD9L"
"ATP6V0E2"
"LASP1"
"NRG1"
"GOLGA4"
"ANKS1B"
"GFOD1"
"KRT13"
"CDK5R1"
"LIMCH1"
"RBPJ"
"PIK3CB"
"MPP2"
"LMO7"
"TGFBR2"
"CREB5"
"TMOD3"
"OR13C4"
"FRMD6"
"C14orf79"
"SMARCD1"
"DYSF"
"CTCF"
"BCAN"
"ANK3"
"TCEB3B"
"ATF7IP"
"AHNAK2"
"MYO1B"
"AFP"
"PPP1R3A"
"SIRT3"
"SUPT6H"
"ZNF618"
"NFASC"
"FAM109B"
"C10orf120"
"COTL1"
"PRG4"
"STAB2"
"SLC26A8"
"SIK2"
"THBS3"
"DRD2"
"GNMT"
"AL589988.1"
"ZNF142"
"SALL4"
"TRAPPC8"
"GLS2"
"TNXB"
"SVOPL"
"TNR"
"ZC3H13"
"TPX2"
"CCDC150"
"GUCA1A"
"TTC23"
"RAPGEF2"
"C6orf97"
"CDO1"
"TMX3"
"CLTC"
"MUC19"
"SOX6"
"MKRN2"
"GNAI2"
"BMP8B"
"ANKRD11"
"TECR"
"C18orf8"
"SRRM1"
"WDR17"
"FKBP3"
"SHANK2"
"PARL"
"SPINT2"
"KIF21B"
"NCR3LG1"
"SLC4A7"
"EME1"
"DSP"
"PRR22"
"ECM2"
"TMCO3"
"TMPRSS6"
"HIST1H4G"
"DAG1"
"CNTN4"
"SLITRK1"
"ZMIZ1"
"MAP7D1"
"S100PBP"
"FOXG1"
"PRKCSH"
"ZFYVE16"
"DPH5"
"PIF1"
"ESPL1"
"CST2"
"SSBP3"
"RNF215"
"CCDC165"
"SON"
"ADM"
"CENPC1"
"RQCD1"
"TRIM46"
"ZCCHC12"
"GIGYF1"
"FLOT1"
"MAN1B1"
"EXTL3"
"KHSRP"
"PSD"
"CTSW"
"LDLRAD3"
"METTL6"
"DOPEY1"
"CORO1C"
"FOPNL"
"ERG"
"TMEM104"
"C7orf54"
"TRIM55"
"DPP10"
"RC3H2"
"GTSE1"
"VANGL2"
"PCDHA2"
"SYNJ2"
"TPTE2"
"PPP6R3"
"RPL22"
"AK5"
"HIVEP2"
"IRF2"
"KCNA6"
"SYNE1"
"ZNF429"
"TFAP2D"
"LRP2BP"
"OR5D14"
"ZNF830"
"KNTC1"
"SHISA2"
"LRP1"
"PXDN"
"PLA2G4E"
"PTPDC1"
"ACTRT1"
"RHPN2"
"DPP8"
"ABCF2"
"FANCA"
"MBD2"
"CARM1"
"CNTRL"
"ELP4"
"ERBB2IP"
"FASTKD3"
"BCCIP"
"SVIL"
"MAMSTR"
"C3orf63"
"BAT2D1"
"TNIK"
"ZBTB7C"
"IFRD2"
"INPP5D"
"SEC14L1"
"PPRC1"
"FAM117B"
"B2M"
"ITIH5"
"DTHD1"
"ELN"
"PVRL2"
"NIPBL"
"NFAT5"
"SIX1"
"HKR1"
"IRF2BPL"
"PDIA6"
"ZZEF1"
"C15orf39"
"STK19"
"FAM40B"
"GLYR1"
"MTHFR"
"ROBO4"
"MTIF3"
"C3"
"ANKIB1"
"DZIP3"
"HECTD1"
"PCDH20"
"KIAA0430"
"STON2"
"ALK"
"ZNF180"
"PHKA1"
"KANK1"
"CEP112"
"ZBTB5"
"SHPRH"
"TLN2"
"DPY19L2"
"ZNF491"
"CD63"
"STIP1"
"POLI"
"ZNF48"
"FAM183A"
"TRIP12"
"CDKL4"
"JARID2"
"CHD6"
"PRKAG2"
"UPF3A"
"AIM1"
"DOK4"
"WDR6"
"PAXIP1"
"CAD"
"CCDC132"
"OBSCN"
"MMP20"
"DNAH11"
"ARHGEF15"
"POGK"
"ABCA3"
"OR2AG1"
"EPHA1"
"PCDHG_cluster"
"MRGPRX4"
"TXNDC6"
"CD96"
"PLCB2"
"DLAT"
"DYNC1I2"
"ATP11C"
"Q8IVF9"
"ZBTB41"
"ISM2"
"FZD10"
"THUMPD3"
"SRF"
"SERPINH1"
"WDR25"
"TMEM115"
"C3orf45"
"C6orf154"
"UBE2M"
"ATG2B"
"BCL7C"
"RNF165"
"HOXD8"
"CMTM1"
"SLC22A11"
"ACVR2A"
"NHLRC1"
"Q8N2E2"
"KIAA1409"
"PFKL"
"OSMR"
"FUT10"
"RCSD1"
"FBN3"
"UNC13C"
"ALG12"
"CYP2C19"
"NAA16"
"SNRNP25"
"VCX3B"
"DHRS7B"
"RP9"
"MBNL1"
"MALT1"
"PITPNM1"
"MAML1"
"NR2F1"
"CPNE1"
"TMEM190"
"HCN4"
"VCAN"
"CHD2"
"HSPG2"
"LRP12"
"GABRB2"
"KRT83"
"METTL18"
"PTPN3"
"HAUS1"
"AGXT2"
"CR2"
"SBNO1"
"ULK1"
"NDUFB9"
"RAF1"
"CCNF"
"SHF"
"MED31"
"REEP4"
"SPTBN1"
"TRIM16"
"FUK"
"USP49"
"CFHR1"
"ZNF682"
"RAI1"
"PREX2"
"POLR3A"
"CECR2"
"KCNC4"
"ABCA4"
"LIAS"
"FURIN"
"ZDHHC8"
"CHL1"
"TRIOBP"
"MAST2"
"OR10H2"
"ACHE"
"ACTR5"
"CNR2"
"OR6C75"
"STRA8"
"RYR2"
"GALNT11"
"MYH2"
"DTX3L"
"WIPF3"
"TMTC1"
"PGBD4"
"SOS2"
"PCDHB13"
"FAT4"
"FAM82A2"
"CLEC18B"
"C12orf11"
"FOXD4"
"KIF1B"
"STEAP1B"
"XKR7"
"MED13L"
"CCT8L2"
"AKAP9"
"RRAS"
"NLRP5"
"DPCR1"
"TBCK"
"IQCD"
"RFX1"
"FAM75D4"
"ESRP1"
"LAMA3"
"PITPNC1"
"KCNV1"
"ZNF438"
"HSPA4L"
"OR5D16"
"XYLB"
"GRM2"
"TTF1"
"FBXO30"
"BAX"
"FAM13A"
"HOXC9"
"PARK2"
"RBM28"
"JAG1"
"C6orf89"
"KIF3B"
"NANOS2"
"TTLL8"
"KARS"
"SLC7A13"
"UBN1"
"SLC15A1"
"BAZ2A"
"PIEZO2"
"PDXDC1"
"DNM1"
"MSL3"
"XYLT1"
"NUP35"
"EIF4EBP2"
"NFIB"
"CCKBR"
"PCDHB14"
"RIMBP3"
"SGSM1"
"PLOD1"
"SPTBN2"
"CSRP3"
"CHST12"
"CYP27C1"
"CXXC1"
"FAM98C"
"PDPR"
"VMP1"
"ATXN7"
"MFI2"
"DIP2A"
"ZNF555"
"FOXF2"
"ARHGAP22"
"RNF213"
"SPEN"
"EPB41L1"
"PRDM15"
"ODZ4"
"C14orf159"
"ATXN2L"
"PARM1"
"ZNF606"
"NXPH4"
"ROCK2"
"WFS1"
"MYO18A"
"SLFN5"
"PDLIM5"
"ZNF484"
"CCDC113"
"HEATR5A"
"ZBTB46"
"CYP4Z1"
"TTC5"
"GNB2L1"
"ZNF451"
"HNRPU"
"SH3BP5"
"ZNF790"
"TENC1"
"PTPN4"
"ACSS2"
"SLITRK5"
"BPNT1"
"NCALD"
"SLC16A13"
"MYBPC3"
"HLA-B"
"TNC"
"LTBR"
"NBN"
"PRKG1"
"RBM4B"
"MAP2K7"
"CPSF3"
"DMD"
"TRIO"
"ITGB4"
"RASSF6"
"PARP14"
"DENND4C"
"EFR3A"
"PMVK"
"CIRH1A"
"PDS5A"
"SKIV2L"
"HSF1"
"MATN4"
"GPR179"
"PTPN5"
"NRIP1"
"SYT10"
"MAP2"
"CWC27"
"PTPN23"
"ZKSCAN1"
"DIS3L2"
"GTPBP3"
"PLXDC2"
"LIX1"
"LTBP3"
"TRMU"
"ELTD1"
"C11orf9"
"C6orf52"
"NEK9"
"OIT3"
"TMEM116"
"MEP1B"
"TTC12"
"SHROOM3"
"SMARCD3"
"FAM70B"
"NLRP14"
"FLT4"
"TRIP6"
"MS4A10"
"ZNF92"
"BAG5"
"KRT74"
"TTC30B"
"ATP6V0A4"
"ZNF280A"
"SCIN"
"SLC25A47"
"CPPED1"
"NOP2"
"DDHD2"
"SKI"
"OGFRL1"
"ITGB5"
"EHBP1"
"MAP1LC3A"
"IL3"
"POLH"
"NEK11"
"TAF1L"
"ZNF195"
"SEMA3B"
"FMNL3"
"FBN1"
"TNKS"
"RBFOX1"
"RNF146"
"MYH1"
"SYTL2"
"NR1H2"
"ICMT"
"CREBBP"
"COBRA1"
"KDM5B"
"PLA2R1"
"ATG2A"
"FAM65A"
"VPS29"
"SLC12A5"
"PRPF4B"
"IPP"
"NOTCH2NL"
"ASCC3"
"ENSG00000188219"
"GBF1"
"TECTA"
"GNA13"
"GABRB3"
"AC011239.1"
"HAUS4"
"PKHD1L1"
"PHACTR1"
"EP400"
"C14orf43"
"DENR"
"PLA2G4D"
"RNASEL"
"PLCG1"
"ZCCHC8"
"SGMS1"
"BTF3L4"
"MSH3"
"A4D226"
"CEP120"
"LAMA1"
"IL11RA"
"NCKAP1"
"MAG"
"AOAH"
"KCTD9"
"DMXL1"
"NF1"
"DTD1"
"FNIP1"
"STXBP5"
"ZNF704"
"GOLGA7"
"KIAA0586"
"CASS4"
"OR2A2"
"ZNF407"
"OR5H1"
"TPP1"
"AKAP11"
"NCL"
"ZNF324"
"RASGRP2"
"OR2T35"
"DHX30"
"SRGAP3"
"KIF5B"
"GATM"
"ARHGEF16"
"VILL"
"C1orf222"
"EPG5"
"STOX2"
"FREM2"
"OR51I1"
"EML6"
"ARID1A"
"GRM7"
"TCERG1"
"PTPN6"
"DYM"
"PAICS"
"PLEKHA5"
"GMPS"
"RYR1"
"SHKBP1"
"PABPC3"
"HNRPDL"
"DYNLL2"
"CCNY"
"SMO"
"SUCLA2"
"COL2A1"
"C1orf226"
"CYLC1"
"HIST1H2BF"
"TAS2R46"
"CHSY1"
"TAF7L"
"CHD1"
"NOL6"
"HP1BP3"
"ENSG00000185034"
"STK39"
"GFRA2"
"BAG6"
"GLYATL1"
"ZNF536"
"RHBG"
"CNTNAP3B"
"ENKUR"
"CLASP2"
"PABPC5"
"JAK1"
"CRYGC"
"SERPINI1"
"NHEDC1"
"EBF2"
"LAMA4"
"XYLT2"
"NTN4"
"ZCCHC13"
"NPHS1"
"EEF1D"
"SEMA4B"
"DLX6"
"ARAP1"
"ABCC12"
"ANGPT4"
"CDS1"
"CYFIP2"
"CSRNP3"
"DDX19B"
"ITSN1"
"NOS2"
"ZDHHC11"
"MAT2B"
"LRRC33"
"PLEKHO2"
"RYR3"
"RPL3"
"RBMS3"
"ZMIZ2"
"OR2A14"
"LARP7"
"CHID1"
"PDP1"
"TRIM39"
"WNK4"
"MAN2A1"
"DIXDC1"
"METTL15"
"SOHLH2"
"SEZ6L"
"IL16"
"PIP4K2B"
"FLCN"
"SLC5A1"
"GPT"
"GNB5"
"DUOX2"
"LRRC8E"
"MMP10"
"LAG3"
"IFT140"
"EIF4E3"
"IRGQ"
"SLC12A9"
"LMBRD1"
"FAM22A"
"ARHGEF40"
"TMX4"
"NAV3"
"SP2"
"STYX"
"MPPED2"
"ZNF716"
"MC3R"
"FOXP4"
"C1orf9"
"AFF4"
"CENPE"
"SLIT2"
"CLSPN"
"LSS"
"AEBP1"
"GRAMD1A"
"CLPB"
"ERBB4"
"ARID4B"
"ATP2B1"
"GZMB"
"ACLY"
"MYO9A"
"RHBDF2"
"COMMD7"
"ZRANB3"
"RECQL4"
"ZC3H6"
"THRAP3"
"LOC349136"
"LRRK1"
"BTBD1"
"TTC3"
"TNFAIP3"
"PC"
"PRDM10"
"ITIH1"
"ANKS3"
"POLA2"
"CREB3L3"
"HNF1A"
"ASXL2"
"APOBEC3C"
"CRYBG3"
"TTLL12"
"BLZF1"
"LRRC30"
"FER1L6"
"CHD3"
"CHRNB3"
"PDE4B"
"ENOX2"
"HIST1H1B"
"DNAJC16"
"ZNF568"
"KIAA1804"
"AHCYL2"
"CAPN7"
"ZNF831"
"RGS22"
"TMIE"
"HDAC9"
"APOA5"
"SLC12A1"
"POLR1C"
"KIAA0232"
"CRYAA"
"PYGO2"
"SMAD2"
"PRRG1"
"KRT6B"
"PDE4DIP"
"CDH9"
"CSNK1G3"
"MLL4"
"BMS1"
"BCORL1"
"FGD4"
"DVL3"
"DDX39A"
"VARS2"
"AQP4"
"OR11H12"
"ASB7"
"NR2C2"
"SEPT4"
"TTC4"
"TGIF1"
"ITPR3"
"ROPN1L"
"HIST1H4B"
"RBM14"
"AFAP1L1"
"NOS1AP"
"AP2A1"
"SLC3A1"
"DIAPH1"
"NCF1"
"DNAH5"
"WDR78"
"PLK2"
"CDON"
"CACNA1G"
"MEPCE"
"EEF2"
"CLC"
"IFI44L"
"DHX15"
"C17orf47"
"DDX26B"
"CDC25C"
"KIAA1644"
"PHF15"
"FEZF1"
"SPEG"
"SIGLEC10"
"WNK1"
"MLKL"
"RNF25"
"KIAA1967"
"EPB41L2"
"PLEKHM1"
"C11orf46"
"APAF1"
"PKDREJ"
"SMC5"
"BMPR2"
"COL11A2"
"GOLPH3"
"ERCC3"
"POU2F1"
"MYO5A"
"IPO11"
"PLD5"
"IFIT2"
"ATP2A2"
"SEPT10"
"KIAA1324L"
"MLXIP"
"CTSB"
"RGS3"
"BCOR"
"AFAP1L2"
"ZNF23"
"OR2T10"
"ADORA2B"
"TSSK1B"
"ACTC1"
"TAPBP"
"DNAH17"
"SNRNP200"
"FMNL1"
"IGSF23"
"SLC7A8"
"PGS1"
"CUBN"
"LMNA"
"CHD9"
"PRR11"
"EYS"
"FOLH1"
"CCDC9"
"MAK"
"NCAPD3"
"ISL1"
"PANK4"
"NBEAL2"
"DNTTIP1"
"DDX49"
"PGM5"
"TULP2"
"RUFY4"
"TSC22D2"
"USH2A"
"CHST9"
"AKAP7"
"RPRD2"
"PDE3B"
"OR11H4"
"EVPL"
"MYH6"
"MCM6"
"ADAMTS12"
"WDR55"
"FBXW7"
"GCNT2"
"SI"
"C9orf174"
"SLC17A6"
"ZC3H7A"
"C2CD2L"
"GRIN3B"
"TEAD4"
"CREBZF"
"CD72"
"PKP2"
"HRASLS5"
"PRDM2"
"OR1F1"
"GP5"
"DNASE1"
"ERI1"
"MTERFD3"
"C17orf98"
"BTBD11"
"C15orf58"
"MACF1"
"USP9Y"
"CDHR2"
"INO80"
"PAN2"
"TOX4"
"PRDM14"
"ASPG"
"UNC5CL"
"NLRP11"
"LMX1B"
"FAM135A"
"KIF14"
"C12orf63"
"CTAGE5"
"PRAMEF14"
"SK681"
"SUGP1"
"IGSF3"
"SLC30A6"
"FAM198B"
"ITGA2"
"CR1"
"LOXHD1"
"UGT1A6"
"WDR62"
"FAM117A"
"KRBA1"
"SSH3"
"OR6C2"
"TRPM8"
"GCC1"
"MFGE8"
"SYCP1"
"UTY"
"UROC1"
"DCTN1"
"PRR14L"
"KLHDC5"
"RASAL2"
"CHRNE"
"HMGCS2"
"THBS4"
"AGPAT2"
"ADAM2"
"CEP250"
"NRP2"
"NAPEPLD"
"PCDHGC5"
"AP3D1"
"HEPHL1"
"SLC10A2"
"LRRFIP1"
"OR2K2"
"ARHGEF18"
"VLDLR"
"DSE"
"CHAF1B"
"PCNX"
"CCDC40"
"C10orf96"
"BAIAP2"
"GPR142"
"ANKRD44"
"FGFR3"
"KRAS"
"FAM65B"
"LPHN3"
"COL10A1"
"TDRD6"
"ZBTB45"
"KIFC2"
"PCDHB10"
"HIP1"
"PCDHA6"
"CCBL2"
"ZNRF4"
"DNAH6"
"CSPG4"
"TACC3"
"AL358813.2"
"RHCG"
"ZMYM4"
"LMTK2"
"NGFR"
"KCNC2"
"ZRANB1"
"CRYBA4"
"BCLAF1"
"SLC26A9"
"TPM4"
"IL6R"
"ZBTB11"
"USP50"
"PAPPA2"
"BRPF1"
"ZSCAN20"
"ANKRD55"
"HLA-E"
"BAZ1A"
"CORO2A"
"BTN3A1"
"DHX16"
"RAB20"
"COL24A1"
"HK3"
"CLEC7A"
"EXOSC9"
"SP3"
"EPN1"
"MICA"
"MPHOSPH6"
"PLXNC1"
"SERPINI2"
"MOG"
